Gene	Category	Start	End	MaxLogFC	Expression	Direction	Upstream	P-Value	Q-Value
yoeH	downregulated	2061741	2061900	-1.39716870132134	decreased_insertions	forward		3.6572088100403e-05	0.0017085350128375
yehB	upregulated	2181908	2184389	1.32960899220251	decreased_insertions	reverse	yehA__3prime	0.0534158497657663	0.283332979250674
yehC	knockout	2184404	2185124	-2.48469125173604	decreased_insertions	reverse	yehB__3prime	6.78197739150051e-05	0.0028162936834574
yohP	downregulated	2222460	2222544	-1.04194254548943	decreased_insertions	reverse		0.0003718449851893	0.0106659914826212
yfaL	upregulated	2333895	2337648	3.28568573471339	decreased_insertions	reverse		5.28885411182205e-05	0.0023420580562214
menC	upregulated	2368478	2369441	1.92081173450841	increased_insertions	reverse	menE__3prime	0.0154763389280598	0.137908722832297
nuoH	upregulated	2389943	2390921	1.14899966876201	increased_insertions	reverse	nuoI__3prime	1.52165953064373e-05	0.0008334365368918
dedA	upregulated	2427560	2428220	2.68626427875727	increased_insertions	reverse		0.0007192706054984	0.0175639090089319
iscS	upregulated	2653675	2654890	1.66321795144351	decreased_insertions	reverse		2.11873092688804e-06	0.0001641628895607
yfhL	downregulated	2693021	2693282	-1.5571603129195	decreased_insertions	reverse	pgpC__3prime	0.0001257049427979	0.0046165685206185
ypjJ	knockout	2770235	2770436	1.96372001538635	increased_insertions	forward	yfjZ__3prime	0.0005825062047819	0.0148038126883284
yfjZ	upregulated	2770473	2770791	1.96372001538635	increased_insertions	forward		0.0005825062047819	0.0148038126883284
ygaQ	downregulated	2779755	2782008	-2.20793785052082	decreased_insertions	reverse		0.0005186773420179	0.0136739273548168
pphB	downregulated	2853118	2853775	-1.15581890840436	decreased_insertions	reverse	ygbA__3prime	0.0006177826961186	0.0155448806328301
pcm	upregulated	2862251	2862878	1.94200435524628	decreased_insertions	reverse	nlpD__3prime	2.6146228183544103e-15	9.22889226467484e-13
umpG	knockout	2862871	2863633	-2.43457719726296	decreased_insertions	reverse	pcm__3prime	5.88988336772656e-19	3.11844783140422e-16
ispF	upregulated	2864659	2865139	3.8044157397509	decreased_insertions	reverse		1.7675768984737197e-11	4.15937030535288e-09
xdhD	downregulated	3014674	3017545	-2.56177520883791	decreased_insertions	reverse	yqeC__3prime	0.0001717532675891	0.0058826651516304
gcvH	upregulated	3042518	3042908	1.14910045815265	increased_insertions	reverse		5.44719622344057e-07	5.12722388231551e-05
cmtB	upregulated	3072245	3072689	2.59306601557661	decreased_insertions	reverse		3.23333280371972e-06	0.0002269942537948
dnaG	unclassified	3204465	3206211	-3.48100116214041	decreased_insertions	forward	rpoD__3prime	1.01258921656292e-05	0.0005929479804085
rpoD	upregulated	3206405	3208247	3.48100116214041	decreased_insertions	forward		1.01258921656292e-05	0.0005929479804085
yhaB	knockout	3261212	3261752	-1.03612558948005	decreased_insertions	forward	yhaB__3prime	9.98413057834882e-07	8.51465417846164e-05
rnpB	upregulated	3263574	3263951	1.12272637567812	increased_insertions	reverse		0.0015602169992744	0.0295679797991037
deaD	upregulated	3299329	3301219	1.85777603527732	decreased_insertions	reverse		7.57937662598582e-10	1.28414851715202e-07
yrbN	upregulated	3301211	3301292	1.85777603527732	decreased_insertions	reverse		7.57937662598582e-10	1.28414851715202e-07
yhbX	upregulated	3313346	3314972	1.4831927477468	decreased_insertions	reverse		0.0114509660216213	0.11486575165658
mlaD	upregulated	3331268	3331820	3.25349515148617	decreased_insertions	reverse	mlaC__3prime	9.3089049155377e-08	1.09526161816424e-05
mlaE	knockout	3331824	3332607	-3.25349515148617	decreased_insertions	reverse	mlaD__3prime	9.3089049155377e-08	1.09526161816424e-05
3354046_3354145	knockout	3354046	3354145	-1.62498503232958	decreased_insertions	forward	gltF	1.0	1.0
gltF	unclassified	3354534	3355299	-1.08487775076587	decreased_insertions	forward	yhcA__3prime	1.14508865570156e-05	0.0006554343039639
yhcA	upregulated	3355470	3356145	1.08487775076587	decreased_insertions	forward		1.14508865570156e-05	0.0006554343039639
nanR	upregulated	3367056	3367848	1.4803682063308	decreased_insertions	reverse		6.54379149335036e-06	0.0004199593863939
acrE	upregulated	3407222	3408380	2.45593779590005	increased_insertions	forward		0.0044617526727448	0.0604429543844015
cysG	downregulated	3491186	3492560	-1.96945788842006	decreased_insertions	reverse		6.83159247851934e-05	0.002819523482509
damX	knockout	3509378	3510665	1.1209740339715	increased_insertions	forward	mrcA	4.39529711977932e-06	0.0002955081507991
glpG	upregulated	3553981	3554812	1.06977453063283	increased_insertions	forward	glpD	4.66436341845656e-05	0.0021169806833766
nikC	upregulated	3609541	3610375	3.02523942405316	increased_insertions	forward		0.142008031599841	0.466157596884313
rhsB	unclassified	3612551	3616787	-1.0620396443517	decreased_insertions	forward	yhhH__3prime	9.7719463944036e-10	1.63384372149588e-07
yhhH	knockout	3616758	3617142	-1.0620396443517	decreased_insertions	forward	yhhH__3prime	9.7719463944036e-10	1.63384372149588e-07
yhiL	downregulated	3626211	3627818	-1.1127611508129	decreased_insertions	forward		9.39796791558706e-06	0.000561903863378
yhiS	downregulated	3644650	3647073	-1.08803028924828	decreased_insertions	reverse		0.0026599172789153	0.0419870420660589
arrS	downregulated	3651345	3651414	-2.92238871008893	increased_insertions	forward		1.0553710927012098e-40	1.67632505936929e-37
gadE	knockout	3651725	3652253	5.50222841144512	increased_insertions	forward	mdtE__3prime	5.49962384575623e-166	6.98837202080244e-162
mdtE	upregulated	3652591	3653749	5.50222841144512	increased_insertions	forward		5.49962384575623e-166	6.98837202080244e-162
gadX	knockout	3658345	3659170	-1.71831551118959	decreased_insertions	forward	treF	1.88067155319187e-07	2.0566953395628e-05
xylA	upregulated	3722802	3724125	1.0136016170009	decreased_insertions	reverse		0.445768439478355	0.76334828843096
yibI	upregulated	3764741	3765104	1.40959719738239	decreased_insertions	reverse		0.0001290446842883	0.0046850594378617
waaB	knockout	3796417	3797497	-2.0	decreased_insertions	nodirection	NA	6.83545544535178e-07	6.28954770273798e-05
trmH	downregulated	3817874	3818564	-1.31216558043345	increased_insertions	reverse		1.4061800951306e-05	0.000783698704773
recG	unclassified	3818569	3820651	1.31216558043345	increased_insertions	reverse	ligB__3prime	1.4061800951306e-05	0.000783698704773
emrD	knockout	3847281	3848466	1.04643204796982	increased_insertions	forward	yidI	1.8882825120673003e-10	3.37949378603368e-08
yidF	downregulated	3848473	3848971	-1.04643204796982	increased_insertions	forward		1.8882825120673003e-10	3.37949378603368e-08
atpG	upregulated	3910761	3911625	1.49992253898117	increased_insertions	reverse		0.0019957405936284	0.0342747173124428
atpA	knockout	3911675	3913217	1.49992253898117	increased_insertions	reverse	atpG__3prime	0.0019957405936284	0.0342747173124428
rho	unclassified	3959776	3961036	-2.11978764378296	decreased_insertions	forward	rho__3prime	1.59257093034861e-06	0.0001297230693073
fdhD	unclassified	4079375	4080209	-1.51019371288919	decreased_insertions	forward	yiiG__3prime	3.32443976080008e-07	3.37949248323892e-05
yiiG	upregulated	4080361	4081417	1.51019371288919	decreased_insertions	forward		3.32443976080008e-07	3.37949248323892e-05
yiiM	downregulated	4092749	4093424	-1.10164575268501	increased_insertions	reverse		1.4822236924509e-05	0.0008153513619036
4093434_4093518	downregulated	4093434	4093518	-1.10164575268501	increased_insertions	reverse		1.4822236924509e-05	0.0008153513619036
4122274_4122308	upregulated	4122274	4122308	3.43488075733451	decreased_insertions	forward		0.15649140028795	0.4841850439157
argH	downregulated	4146777	4148151	-3.79821453607881	decreased_insertions	reverse		0.0003073148468185	0.0092100230153862
oxyS	knockout	4148212	4148322	-3.79821453607881	decreased_insertions	reverse	argE__3prime	0.0003073148468185	0.0092100230153862
oxyR	unclassified	4148417	4149335	2.21814625048273	increased_insertions	forward	fabR	2.62393283996958e-08	3.47315777057223e-06
yjbD	upregulated	4221286	4221559	1.20174770548012	decreased_insertions	reverse		0.0001403663573142	0.0050198703862966
yjcF	upregulated	4271710	4273003	1.47690269940754	decreased_insertions	reverse	ryjA__3prime	0.0083529707284193	0.0933519780527921
mutL	downregulated	4387228	4389076	-1.38435503508055	decreased_insertions	reverse	queG__3prime	0.136152470404705	0.457533929073313
rlmB	unclassified	4399091	4399823	-2.0611565456455	decreased_insertions	forward	yjfI__3prime	3.29319450528249e-06	0.0002299264976847
yjfI	upregulated	4399949	4400351	2.0611565456455	decreased_insertions	forward		3.29319450528249e-06	0.0002299264976847
ulaE	downregulated	4412662	4413517	-1.05260871042648	increased_insertions	reverse	ulaG__3prime	5.73662542930065e-06	0.0003757489656191
ytfB	upregulated	4417895	4418534	1.84307492699015	decreased_insertions	reverse		3.75230391183688e-07	3.69616479129545e-05
yjgM	upregulated	4468850	4469354	1.73394179696897	decreased_insertions	reverse	argI__3prime	0.0002415506803563	0.0076926929706477
yjgN	decreased_mutants_at_end_of_gene	4469546	4470743	-1.0	decreased_insertions	nodirection	NA	8.23440047419379e-05	0.0032698289632993
idnO	unclassified	4482403	4483168	-1.16676240670794	decreased_insertions	forward	idnK	4.45254336784698e-07	4.28624761933573e-05
idnD	downregulated	4483191	4484223	-1.16676240670794	decreased_insertions	forward		4.45254336784698e-07	4.28624761933573e-05
fimE	knockout	4531853	4532450	-4.77935363396413	decreased_insertions	reverse	nanC__3prime	2.27342076113732e-106	9.62945253725732e-103
fimA	upregulated	4532931	4533480	3.0	decreased_insertions/increased_insertions	nodirection/reverse	NA/nanC__3prime	4.30472186107208e-18	2.10385002648627e-15
fimD	knockout	4534912	4537549	1	increased_insertions	nodirection	NA	5.40269137217275e-35	5.28092302047685e-32
iraD	upregulated	4546809	4547202	1.03046841408223	increased_insertions	forward		0.278168027299358	0.629394786839912
yjjQ	upregulated	4593293	4594019	1.49000274128269	decreased_insertions	forward		8.641662855351539e-11	1.77112274037019e-08
thrC	knockout	3733	5020	1.6739764805986	increased_insertions	forward	yaaX	6.95143575116768e-08	8.57591204758134e-06
nhaA	knockout	17488	18655	-1.74739546834446	decreased_insertions	forward	nhaA__3prime	8.8186189984731e-11	1.77870145418409e-08
surA	knockout	53415	54702	-1.70047500785141	decreased_insertions	reverse	pdxA__3prime	5.04532300671491e-07	4.78439697360644e-05
rsmH	over_50_perc_inactivation	86580	87522	-2.87466606802482	decreased_insertions	forward	rsmH__3prime	3.60191939236482e-10	6.26980681079175e-08
dksA	knockout	156635	157091	-2.54463945067457	decreased_insertions	reverse	gluQ__3prime	1.8878205352548e-09	3.03652348626364e-07
mrcB	knockout	161216	163751	1	increased_insertions	nodirection	NA	5.68494118418745e-13	1.60530105838822e-10
degP	knockout	177370	178795	1.01718854026717	increased_insertions	forward	degP__3prime	2.8172647513067e-06	0.0002034033136071
yafT	decreased_mutants_at_end_of_gene	233821	234607	-1.0	decreased_insertions	nodirection	NA	0.0002745778257938	0.0085099034935682
258668_292976	unclassified	258668	292976	1.13383157069281	increased_insertions	reverse	phoE__3prime	0.0010700182159785	0.0224739197858498
yafX	knockout	260458	260917	1.13383157069281	increased_insertions	reverse	ykfG__3prime	0.0010700182159785	0.0224739197858498
tig	knockout	450588	451887	-1.0	decreased_insertions	nodirection	NA	6.66851426867609e-17	2.73344551006668e-14
acrB	knockout	476709	479859	-2.0	decreased_insertions	nodirection	NA	5.90354026224877e-05	0.0025173250373287
acrA	knockout	479881	481075	-2.0	decreased_insertions	nodirection	NA	5.90354026224877e-05	0.0025173250373287
acrR	knockout	481216	481864	1	increased_insertions	nodirection	NA	1.0520496305145001e-10	2.05106777300418e-08
ybbO	knockout	513795	514605	-1.09520112447511	decreased_insertions	reverse	ybbN__3prime	0.0018745154443253	0.0332738892362639
ybbC	knockout	523036	523405	-2.1727907727469	decreased_insertions	forward	rhsH__3prime	9.919274561017511e-09	1.40049135385388e-06
560257_581559	unclassified	560257	581559	-3.72616184641847	decreased_insertions	forward	560257_581559__3prime	1.70117924546774e-08	2.32439620130737e-06
ybeL	decreased_mutants_at_end_of_gene	670473	670956	-1.0	decreased_insertions	nodirection	NA	0.0002483238330143	0.0078886273652841
ybeX	knockout	686361	687240	-1.98366255626058	decreased_insertions	forward	ubiF	2.53714974258332e-07	2.6644265933063e-05
nagC	knockout	695829	697050	1.14043598917146	increased_insertions	reverse	umpH__3prime	1.07398297663463e-07	1.21061508726047e-05
nagB	knockout	698266	699067	2.21240590883282	increased_insertions	forward	nagE	0.0701231412770597	0.32717943637348
ybfE	knockout	707060	707354	2	increased_insertions	nodirection	NA	7.18509044078392e-07	6.42964395993248e-05
gltA	knockout	748640	749924	1	increased_insertions	nodirection	NA	6.845124134153861e-09	9.77314521041495e-07
sdhD	increased_mutants_at_end_of_gene	751015	751363	1	increased_insertions	nodirection	NA	4.2069515880834996e-14	1.3364433457444199e-11
sdhA	knockout	751362	753129	1	increased_insertions	nodirection	NA	4.2069515880834996e-14	1.3364433457444199e-11
sdhB	knockout	753144	753861	1	increased_insertions	nodirection	NA	9.14678568460807e-06	0.0005508445767503
sucD	knockout	759635	760505	2.90974335860511	increased_insertions	forward	sucD__3prime	7.297839760493679e-11	1.54556083060989e-08
bioC	knockout	806977	807733	1.46277908433436	increased_insertions	forward	bioC__3prime	0.0002173696794639	0.0071372519817774
moeB	unclassified	859835	860585	1.7708109583282	increased_insertions	reverse	ybiY__3prime	0.0336869771944217	0.219068791816539
grxA	knockout	885951	886209	1	increased_insertions	nodirection	NA	0.00020983871005	0.0069438033557444
ybjX	knockout	913583	914576	1.38937748395169	increased_insertions	forward	macA	3.00888144620931e-09	4.77923206712271e-07
lrp	knockout	928050	928545	1	increased_insertions	nodirection	NA	5.46154505002617e-12	1.38799705901365e-09
serC	knockout	953108	954197	1.61827988859381	increased_insertions	reverse	ycaO__3prime	6.53010171456675e-05	0.0027205902454754
aspC	knockout	979974	981165	1	increased_insertions	nodirection	NA	9.50857790205858e-05	0.0036837042500444
elfD	knockout	993945	994647	-3.57031350341781	decreased_insertions	forward	elfD__3prime	0.0169896244415133	0.145775271377192
ycbZ	knockout	1011994	1013755	1	increased_insertions	nodirection	NA	7.0849774371335e-15	2.3084309818885996e-12
ompA	knockout	1014468	1015509	-3.0	decreased_insertions	nodirection	NA	5.0647630736062705e-09	7.60918057584241e-07
csgE	over_50_perc_inactivation	1097607	1097997	-1.10490051310238	decreased_insertions	reverse	csgF__3prime	0.0002287755413951	0.0074159459298675
csgC	knockout	1100416	1100749	1.69935069143897	increased_insertions	forward	csgC__3prime	0.011674207071298	0.115846332107389
opgG	knockout	1104790	1106326	1.26962632234685	increased_insertions	forward	opgG__3prime	6.83413262463835e-05	0.002819523482509
rne	knockout	1136637	1139823	1.75088459227224	increased_insertions	reverse	flgA__3prime	1.88553128401384e-06	0.0001488164349438
fabF	knockout	1147394	1148636	1.36025146605293	increased_insertions	forward	fabF__3prime	5.44882953347335e-13	1.57359720186013e-10
lpoB	knockout	1158093	1158735	1	increased_insertions	nodirection	NA	0.0002814826548903	0.0086396137577094
phoP	knockout	1185231	1185903	-1.59185768589935	decreased_insertions	forward	1186035_1186058	7.57607259022372e-08	9.16849089561645e-06
1191675_1206868	unclassified	1191675	1206868	-1.09782505622899	decreased_insertions	reverse	rluE__3prime	0.0001232179003363	0.0045383474190532
minD	knockout	1220004	1220817	-1.0	decreased_insertions	nodirection	NA	0.0009421945308367	0.0208943558522565
minC	knockout	1220840	1221536	-1.0	decreased_insertions	nodirection	NA	0.0009421945308367	0.0208943558522565
galU	knockout	1286912	1287821	-2.70848026285155	decreased_insertions	forward	galU__3prime	0.0005590963198349	0.0144399124718337
trpA	knockout	1310672	1311479	1	increased_insertions	nodirection	NA	1.0832203986375e-05	0.000628515141803
rnb	knockout	1341234	1343169	1	increased_insertions	nodirection	NA	0.0001515309058901	0.0053044165871804
pspB	knockout	1363057	1363282	-1.0	decreased_insertions	nodirection	NA	0.0001688087648752	0.0058018359466104
pgrR	knockout	1386247	1387147	1.06158081286873	increased_insertions	reverse	ycjY__3prime	0.968976900395627	0.990970789923987
1406155_1429215	unclassified	1406155	1429215	2.26880134589165	increased_insertions	forward	1406155_1429215__3prime	4.51878533855256e-06	0.0003022116068262
paaA	knockout	1448183	1449113	-1.30816803480882	decreased_insertions	reverse	paaZ__3prime	0.0276678747160288	0.194615440633238
ydbC	knockout	1468477	1469338	1.91887360255371	increased_insertions	forward	ydbC__3prime	4.74682618378012e-08	6.0317920317294e-06
ynbB	knockout	1472482	1473379	1.0147936880633	increased_insertions	forward	ynbB__3prime	0.0363530847045633	0.231316298117619
hrpA	knockout	1477317	1481220	-2.0	decreased_insertions	nodirection	NA	5.94328766918663e-33	4.4424327301385e-30
ydeT	knockout	1583109	1584336	1.16865306873564	increased_insertions	reverse	ydeS__3prime	0.0118539544751212	0.116677049259958
lsrB	knockout	1599307	1600330	1.7736561181157	increased_insertions	reverse	lsrR__3prime	0.0009960433159153	0.0215250381213213
marR	over_50_perc_inactivation	1613376	1613811	1	increased_insertions	nodirection	NA	9.93302990121229e-05	0.0038116345657007
ynfB	over_50_perc_inactivation	1650064	1650406	1	increased_insertions	nodirection	NA	7.9245277128148e-06	0.0004912047494962
ynfD	unclassified	1651821	1652127	1.6420745998688	increased_insertions	reverse	ynfC__3prime	2.1859758852797e-05	0.0011430944680761
ynfH	over_50_perc_inactivation	1657865	1658720	1.68433794054773	increased_insertions	forward	ynfH__3prime	0.0001160417748301	0.0043115287507803
fumA	knockout	1680987	1682634	2.09315870176519	increased_insertions	forward	manA	0.0003984722604026	0.0112021836569381
chbB	knockout	1815555	1815876	-1.31821133050828	decreased_insertions	reverse	chbC__3prime	0.0001001877661874	0.0038116345657007
yeaK	knockout	1867830	1868334	1.93366202137637	increased_insertions	forward	yeaK__3prime	0.0017681000666314	0.0320046261348802
prc	knockout	1907024	1909073	-2.0	decreased_insertions	nodirection	NA	9.32006598333119e-12	2.32215840098411e-09
yebK	knockout	1930908	1931778	-2.2393652819728	decreased_insertions	reverse	zwf__3prime	6.13433010572621e-06	0.000395679861185
yecD	knockout	1945088	1945655	1	increased_insertions	nodirection	NA	8.80055529919968e-05	0.0034621874980473
cmoA	knockout	1946958	1947702	-2.24624764971002	decreased_insertions	reverse	aspS__3prime	2.23248091391427e-07	2.36401124775905e-05
2060834_2072512	decreased_mutants_at_start_of_gene	2060834	2072512	-1.39716870132134	decreased_insertions	forward	2060834_2072512__3prime	3.6572088100403e-05	0.0017085350128375
wbbK	knockout	2096871	2097990	-1.0	decreased_insertions	nodirection	NA	2.13459179073883e-06	0.0001643260517597
asmA	knockout	2133239	2135093	-4.98914100117784	decreased_insertions	forward	yegE	1.82084975447631e-12	4.92288038938946e-10
yehD	knockout	2185158	2185701	-1.42927308399632	decreased_insertions	reverse	yehC__3prime	4.92423168883168e-06	0.0003258969378645
yeiR	knockout	2261307	2262294	1	increased_insertions	nodirection	NA	0.0001280076683906	0.0046607261955316
yejM	knockout	2277854	2279615	-11.5010767211262	decreased_insertions	forward	yejM__3prime	2.39267703328038e-20	1.4477974791378e-17
2297895_2298550	knockout	2297895	2298550	1.04494430238793	increased_insertions	forward	2297895_2298550__3prime	5.38874181587713e-08	6.71321002493634e-06
rcsB	knockout	2309655	2310306	-1.6772684311704	decreased_insertions	forward	rcsB__3prime	1.66212347681627e-08	2.29571771955482e-06
menB	knockout	2369440	2370298	1.92081173450841	increased_insertions	reverse	menC__3prime	0.0154763389280598	0.137908722832297
nuoN	knockout	2383526	2384984	1	increased_insertions	nodirection	NA	2.14953665688333e-05	0.0011333677302496
nuoG	knockout	2390917	2393644	1.14899966876201	increased_insertions	reverse	nuoH__3prime	1.52165953064373e-05	0.0008334365368918
yfbR	increased_mutants_at_end_of_gene	2402340	2402940	1.36164670828563	increased_insertions	reverse	lrhA__3prime	0.0006439675497203	0.0159352764989619
2402670_2403877	unclassified	2402670	2403877	1.36164670828563	increased_insertions	reverse	lrhA__3prime	0.0006439675497203	0.0159352764989619
yfcF	knockout	2413319	2413964	2.11891356435902	increased_insertions	reverse	yfcE__3prime	0.153104515955436	0.480726237767662
truA	knockout	2428302	2429115	2.68626427875727	increased_insertions	reverse	dedA__3prime	0.0007192706054984	0.0175639090089319
bepA	knockout	2609452	2610916	-3.0	decreased_insertions	nodirection	NA	4.972352214582959e-34	4.513119970764691e-31
ppk	knockout	2616402	2618469	-1.0	decreased_insertions	nodirection	NA	2.73888432660052e-05	0.0013756127722574
bamB	knockout	2630832	2632011	-1.0	decreased_insertions	nodirection	NA	0.0001000696271996	0.0038116345657007
rlmN	knockout	2636487	2637642	1.3766677777898	increased_insertions	forward	2642035_2642178	1.155161480444e-06	9.65699798158024e-05
iscR	knockout	2655001	2655490	-1.66321795144351	decreased_insertions	reverse	iscS__3prime	2.11873092688804e-06	0.0001641628895607
2749315_2771345	unclassified	2749315	2771345	1.96372001538635	increased_insertions	forward	2749315_2771345__3prime	0.0005825062047819	0.0148038126883284
ypjC	knockout	2776996	2778370	-1.07479800739816	decreased_insertions	reverse	pinH__3prime	5.8142769453721e-11	1.29617573938321e-08
mprA	knockout	2804128	2804659	-2.33659548396039	decreased_insertions	forward	mprA__3prime	4.7878496126253e-09	7.33002470212406e-07
rpoS	knockout	2859917	2860910	-3.0	decreased_insertions	nodirection	NA	3.90435374351049e-37	4.96126230187877e-34
truD	knockout	2863613	2864663	-2.43457719726296	decreased_insertions	reverse	umpG__3prime	5.88988336772656e-19	3.11844783140422e-16
ispD	knockout	2865138	2865849	-3.8044157397509	decreased_insertions	reverse	ispF__3prime	1.7675768984737197e-11	4.15937030535288e-09
ygeN	knockout	2988672	2989379	-1.0	decreased_insertions	nodirection	NA	5.7043910988484e-05	0.0024571422946802
gcvT	knockout	3042931	3044026	1.14910045815265	increased_insertions	reverse	gcvH__3prime	5.44719622344057e-07	5.12722388231551e-05
ygfB	knockout	3048224	3048803	2	increased_insertions	nodirection	NA	3.08373116175342e-05	0.0015071143027846
scpA	increased_mutants_at_end_of_gene	3054208	3056353	1	increased_insertions	nodirection	NA	0.0003228045314802	0.0095551271575334
