Gene	Category	Start	End	MaxLogFC	Expression	Direction	Upstream	P-Value	Q-Value
clpX	knockout	452881	454156	1	increased_insertions	nodirection	NA	4.55459118452586e-13	1.1728983218391e-10
lon	upregulated	454343	456698	2.65903217844688	decreased_insertions	forward	lon__3prime	0.0003882744477163	0.0095227081691352
hupB	knockout	456906	457179	1.56423070870584	increased_insertions	forward	ppiD__3prime	1.28685445372065e-05	0.0006447291029613
ppiD	upregulated	457370	459242	1.56423070870584	increased_insertions	forward		1.28685445372065e-05	0.0006447291029613
hha	knockout	475545	475764	-1.76603191246231	decreased_insertions	forward	acrR	7.2925535774694e-07	5.62268981218539e-05
tomB	downregulated	475789	476164	-1.76603191246231	decreased_insertions	forward		7.2925535774694e-07	5.62268981218539e-05
acrA	upregulated	479881	481075	1.50402098989195	increased_insertions	reverse		5.1051855766601606e-15	1.77660458067774e-12
acrR	knockout	481216	481864	1.50402098989195	increased_insertions	reverse	acrA__3prime	5.1051855766601606e-15	1.77660458067774e-12
rhsH	upregulated	523407	524115	1.91088855862277	decreased_insertions	forward		1.60115702236403e-07	1.53854461342979e-05
566776_568034	unclassified	566776	568034	1.5204581437647	increased_insertions	forward	ybcN__3prime	3.17224446078896e-06	0.0001973228003725
ylcH	unclassified	567823	567925	1.5204581437647	increased_insertions	forward	ybcN__3prime	3.17224446078896e-06	0.0001973228003725
ybcO	unclassified	568539	568830	1.28376028797266	increased_insertions	forward	rusA__3prime	0.0001708065010204	0.0051748341344468
essD	upregulated	572853	573069	1.42836329094656	decreased_insertions	forward		0.0003675720097427	0.0091016484566298
dacA	upregulated	658207	659419	1.29596361540129	increased_insertions	reverse		0.000214314795516	0.0061186636520286
rhsO	unclassified	729588	731109	-1.12483710961445	decreased_insertions	forward	ybfQ	9.61197870786551e-06	0.0005156826576769
sdhA	knockout	751362	753129	2	increased_insertions	nodirection	NA	1.1857525868930799e-18	6.63815230818928e-16
sucC	knockout	758469	759636	3.07139769268121	increased_insertions	forward/nodirection	sucD__3prime/NA	1.84641832060216e-21	1.1887241148036699e-18
bioF	unclassified	805836	806991	1.54458972745736	increased_insertions	forward	bioC__3prime	0.0001864316900477	0.0055567000950356
fsaA	downregulated	859097	859760	-2.07191351770565	increased_insertions	reverse		0.0004457410535431	0.0104352032825841
859788_859826	downregulated	859788	859826	-2.07191351770565	increased_insertions	reverse		0.0004457410535431	0.0104352032825841
moeB	knockout	859835	860585	2.07191351770565	increased_insertions	forward/reverse	ybiY__3prime/iaaA	0.0004457410535431	0.0104352032825841
aqpZ	upregulated	910807	911503	1.88685995376339	decreased_insertions	reverse		1.002951721991e-05	0.0005291259981772
ybjD	unclassified	911928	913587	1.07754192843828	increased_insertions	forward	macA	3.44595737613797e-05	0.0014175765870655
979816_979914	downregulated	979816	979914	-1.57949385695346	increased_insertions	reverse		3.2069020850445e-11	6.35262634569737e-09
ssuA	unclassified	991440	992400	-1.16866000083791	decreased_insertions	forward	elfA	0.0036134506847481	0.0452155403467614
ycdT	upregulated	1088331	1089690	1.04495668550144	decreased_insertions	forward		1.61957754901641e-05	0.0007695085063149
csgF	upregulated	1097166	1097583	1.01244266824107	decreased_insertions	reverse		8.47812912509385e-05	0.0029424364047091
phoQ	knockout	1183771	1185232	-1.73873488811243	decreased_insertions	forward/nodirection	NA/1186035_1186058	1.65514756823063e-07	1.57388737285523e-05
pinE	unclassified	1205140	1205695	-2.63898888583251	decreased_insertions	forward	mcrA__3prime	0.0002235347868833	0.0063257888261762
mcrA	upregulated	1205801	1206635	2.63898888583251	decreased_insertions	forward		0.0002235347868833	0.0063257888261762
minE	downregulated	1219734	1220001	-1.3989342920769	decreased_insertions	forward		4.38071868837581e-06	0.0002611395084792
ycgJ	unclassified	1222055	1222424	-1.22698441401529	decreased_insertions	forward	ycgL	0.0039195134397593	0.0477009972120426
pliG	downregulated	1222526	1222928	-1.22698441401529	decreased_insertions	forward		0.0039195134397593	0.0477009972120426
ychJ	knockout	1284129	1284588	-4.02273299747417	decreased_insertions	forward	rssB__3prime	2.30457666691736e-10	4.17939847369407e-08
rssA	knockout	1284700	1285606	-4.02273299747417	decreased_insertions	forward	rssB__3prime	2.30457666691736e-10	4.17939847369407e-08
rssB	upregulated	1285697	1286711	4.02273299747417	decreased_insertions	forward		2.30457666691736e-10	4.17939847369407e-08
hns	upregulated	1287964	1288378	2.17170685161138	decreased_insertions	reverse		1.47960235566904e-06	0.0001052561322187
trpD	unclassified	1314045	1315641	1.60713186303324	increased_insertions	forward	yciV	0.0038305459950727	0.046839610857129
pspC	upregulated	1363281	1363641	2.24752912717454	decreased_insertions	forward		0.0002522130547875	0.0069095644541371
ycjV	knockout	1375077	1376159	-1.30614981127369	decreased_insertions	forward	ompG__3prime	3.28472309396725e-06	0.0002023640887938
ompG	upregulated	1376203	1377109	1.30614981127369	decreased_insertions	forward		3.28472309396725e-06	0.0002023640887938
1469295_1470516	upregulated	1469295	1470516	1.11746466201041	increased_insertions	forward		2.79344805640496e-06	0.0001798421858713
ynbA	unclassified	1471877	1472483	1.11042999757291	increased_insertions	forward	ynbB__3prime	0.0310049059033428	0.181708697836136
rydC	unclassified	1485699	1485763	-2.88273682645898	decreased_insertions	forward	ydcA__3prime	6.83161160654888e-06	0.0003892204913536
ydcA	upregulated	1485933	1486107	2.88273682645898	decreased_insertions	forward		6.83161160654888e-06	0.0003892204913536
ydeQ	upregulated	1581076	1581991	1.42117080618722	increased_insertions	reverse		1.01005926214865e-05	0.0005291259981772
ydeR	knockout	1582049	1582553	1.42117080618722	increased_insertions	reverse	ydeQ__3prime	1.01005926214865e-05	0.0005291259981772
rrrQ	unclassified	1633780	1634314	-2.22519639632252	decreased_insertions	forward	cspF	0.0013914991047316	0.0234993512733234
chbC	upregulated	1814112	1815471	1.16914343038502	decreased_insertions	reverse		0.0001063510350782	0.003547606030228
yeaG	unclassified	1861164	1863099	2.80238387604999	increased_insertions	forward	1863148_1863187__3prime	0.000341624573521	0.0085701182165073
1863148_1863187	upregulated	1863148	1863187	2.80238387604999	increased_insertions	forward		0.000341624573521	0.0085701182165073
yeaH	upregulated	1863211	1864495	2.52743937601096	decreased_insertions	forward	yeaI__3prime	9.90721602881958e-05	0.0033747437456899
yeaI	upregulated	1864641	1866117	2.52743937601096	decreased_insertions	forward		9.90721602881958e-05	0.0033747437456899
yeaJ	unclassified	1866297	1867788	-1.60641625880787	decreased_insertions	forward	yeaK__3prime	7.70614622551819e-06	0.0004332940558942
yeaK	upregulated	1867830	1868334	1.60641625880787	decreased_insertions	forward		7.70614622551819e-06	0.0004332940558942
uspC	over_50_perc_inactivation	1973233	1973662	-5.15239895077336	decreased_insertions	reverse	flhD__3prime	3.26494915921656e-07	2.87941680644332e-05
wbbL	upregulated	2094876	2096870	1.11552563562941	decreased_insertions	reverse		1.87534209616537e-08	2.41469048302252e-06
wcaI	downregulated	2118003	2119227	-2.41986553807616	decreased_insertions	forward		0.0001872930134799	0.0055684719156396
wcaE	knockout	2122384	2123131	2.24202855482772	increased_insertions	reverse	wcaF__3prime	2.17023820757048e-06	0.0001433024982598
yehA	upregulated	2180858	2181893	1.64344540375018	decreased_insertions	reverse		0.0058508090555961	0.0628839878129019
yehC	upregulated	2184404	2185124	2.14790515907137	decreased_insertions	reverse	yehB__3prime	0.0006144425218209	0.0132300366404118
rcsD	knockout	2306966	2309639	1.13904186023761	increased_insertions	forward	rcsD__3prime	0.0008627454518828	0.0169598632648002
yfaL	upregulated	2333895	2337648	3.89589045832271	decreased_insertions	reverse		4.53683826521112e-07	3.73047364430842e-05
yfcI	unclassified	2416127	2417018	-2.75878974168022	decreased_insertions	forward	2424407_2424491	0.0021426724546685	0.0313156078618752
hisP	downregulated	2417214	2417988	-2.75878974168022	decreased_insertions	forward		0.0021426724546685	0.0313156078618752
dedA	upregulated	2427560	2428220	1.44129764241655	increased_insertions	reverse		1.58794488910639e-06	0.0001105209642818
yfdK	upregulated	2464555	2464996	1.09121607560107	decreased_insertions	reverse		0.0002384509343955	0.0066745526766891
purN	unclassified	2615592	2616231	-1.80346338677762	decreased_insertions	forward	ppk__3prime	0.0005754851823317	0.0126234194339078
ppk	upregulated	2616402	2618469	1.80346338677762	decreased_insertions	forward		0.0005754851823317	0.0126234194339078
iscS	upregulated	2653675	2654890	1.88033224620695	decreased_insertions	reverse		1.29012772912182e-07	1.31838766985497e-05
yfhL	downregulated	2693021	2693282	-1.54049507792473	decreased_insertions	reverse	pgpC__3prime	0.0006310678769967	0.013542716640351
ygaQ	downregulated	2779755	2782008	-2.18374962973388	decreased_insertions	reverse		0.0003119329856338	0.0080813865654361
ygaZ	unclassified	2802975	2803713	2.08151838815063	increased_insertions	forward	ygaH__3prime	0.0566514620523814	0.255676209388876
ygaH	knockout	2803702	2804038	2.08151838815063	increased_insertions	forward	ygaH__3prime	0.0566514620523814	0.255676209388876
pphB	downregulated	2853118	2853775	-1.10801846383837	decreased_insertions	reverse	ygbA__3prime	0.0007728917343898	0.0156967728265034
umpG	upregulated	2862871	2863633	1.14916714961025	decreased_insertions	reverse	pcm__3prime	7.6732821563939e-06	0.0004332940558942
ispF	upregulated	2864659	2865139	1.83671348852036	decreased_insertions	reverse		0.0003465133713064	0.0086635071241591
ygeI	over_50_perc_inactivation	2986996	2987215	-1.96808043609356	decreased_insertions	forward	pbl__3prime	0.0004022668675679	0.0097544033649803
pbl	upregulated	2987297	2987800	1.96808043609356	decreased_insertions	forward		0.0004022668675679	0.0097544033649803
ygfB	knockout	3048224	3048803	1.31917370715472	increased_insertions	forward	zapA__3prime	2.69415181651388e-08	3.30379988470788e-06
zapA	upregulated	3048970	3049300	1.31917370715472	increased_insertions	forward		2.69415181651388e-08	3.30379988470788e-06
cmtB	upregulated	3072245	3072689	2.47609493759484	decreased_insertions	reverse		2.42918071521652e-05	0.0010785562375561
yghF	unclassified	3105451	3106300	-1.22562509549086	decreased_insertions	forward	3107736_3107904	0.0015042478366643	0.0246587898242603
yghG	downregulated	3106425	3106836	-1.22562509549086	decreased_insertions	forward		0.0015042478366643	0.0246587898242603
dnaG	unclassified	3204465	3206211	-6.64979493503794	decreased_insertions	forward	rpoD__3prime	7.51983364569331e-10	1.22563769648034e-07
rpoD	upregulated	3206405	3208247	6.64979493503794	decreased_insertions	forward		7.51983364569331e-10	1.22563769648034e-07
ygjI	downregulated	3219592	3221026	-1.27761396052243	decreased_insertions	reverse	ygjH__3prime	6.4583692764391e-06	0.000369590945793
deaD	upregulated	3299329	3301219	2.16587928191517	decreased_insertions	reverse		2.0093941822794897e-11	4.17305798242432e-09
yrbN	upregulated	3301211	3301292	2.16587928191517	decreased_insertions	reverse		2.0093941822794897e-11	4.17305798242432e-09
yhbX	upregulated	3313346	3314972	1.73183034188069	decreased_insertions	reverse		0.005202875191945	0.0578017437200041
mlaE	knockout	3331824	3332607	-2.0	decreased_insertions	nodirection	NA	0.0101345478585484	0.0915094237213672
nanR	upregulated	3367056	3367848	1.7601535642226	decreased_insertions	reverse		2.15174852353878e-06	0.0001428139896344
acrE	upregulated	3407222	3408380	4.05444279076149	increased_insertions	forward		5.8100743203e-31	5.75465514986021e-28
mscL	downregulated	3431382	3431793	-1.37418532293538	decreased_insertions	reverse	smf__3prime	0.0112619543631329	0.0982445287125337
arfA	knockout	3431789	3432008	-1.37418532293538	decreased_insertions	reverse	smf__3prime	0.0112619543631329	0.0982445287125337
damX	knockout	3509378	3510665	1.32475974245668	increased_insertions	forward	mrcA	3.3829979529826104e-09	4.83994240473378e-07
glgC	upregulated	3561392	3562688	1.08482899841301	increased_insertions	reverse		2.77797570621066e-05	0.0011962948225139
yrhB	downregulated	3578118	3578403	-1.27826487037631	decreased_insertions	reverse	ryhB__3prime	0.0007380815759728	0.01525905155875
nikC	upregulated	3609541	3610375	2.8626826136255	increased_insertions	forward		0.327548863447361	0.642344007523385
rhsB	unclassified	3612551	3616787	-1.14465629849042	decreased_insertions	forward	yhhH__3prime	8.008129035138541e-09	1.09694329208983e-06
yhhH	knockout	3616758	3617142	-1.14465629849042	decreased_insertions	forward	yhhH__3prime	8.008129035138541e-09	1.09694329208983e-06
yhiS	downregulated	3644650	3647073	-1.16453180735	decreased_insertions	reverse		0.0040723481638161	0.0489137639527026
slp	knockout	3647320	3647887	-1.16453180735	decreased_insertions	reverse	insH1__3prime	0.0040723481638161	0.0489137639527026
arrS	knockout	3651345	3651414	7.16187795558538	increased_insertions	forward	mdtE__3prime	9.73654164326362e-187	1.25367710198662e-182
gadE	knockout	3651725	3652253	7.16187795558538	increased_insertions	forward	mdtE__3prime	9.73654164326362e-187	1.25367710198662e-182
mdtE	knockout	3652591	3653749	-1.19340310982611	decreased_insertions	reverse	arrS__3prime	3.54276366629166e-07	3.04110833114476e-05
mdtF	knockout	3653773	3656887	-2.0	decreased_insertions	nodirection	NA	1.2445692082415e-40	1.7805636805908401e-37
xylA	upregulated	3722802	3724125	1.05083120294958	decreased_insertions	reverse		0.243033258248054	0.55486509832599
yibI	upregulated	3764741	3765104	1.65444833011859	decreased_insertions	reverse		1.11905639220388e-05	0.0005695245101192
grxC	upregulated	3777550	3777802	1.19567493102408	decreased_insertions	reverse		0.0455123748296777	0.225658359308099
waaH	upregulated	3782406	3783441	1.27219831425588	decreased_insertions	reverse		9.1338865245095e-05	0.0031445968687054
waaZ	upregulated	3792704	3793556	1.82658069592853	decreased_insertions	reverse		2.4101561261516097e-11	4.84893285630127e-09
waaY	knockout	3793626	3794325	-1.82658069592853	decreased_insertions	reverse	waaZ__3prime	2.4101561261516097e-11	4.84893285630127e-09
trmH	downregulated	3817874	3818564	-1.38707697953519	increased_insertions	reverse		1.11086688784899e-07	1.14428176383548e-05
recG	unclassified	3818569	3820651	1.38707697953519	increased_insertions	reverse	ligB__3prime	1.11086688784899e-07	1.14428176383548e-05
tnaC	upregulated	3881794	3881869	1.30897806911601	decreased_insertions	forward		1.0	1.0
atpA	upregulated	3911675	3913217	11.3944280681456	increased_insertions	reverse		0.0050172733179311	0.0564706391972739
rffH	downregulated	3966967	3967849	-2.72564861731673	increased_insertions	reverse	rhlB__3prime	1.10559246905087e-05	0.0005649051044245
corA	downregulated	3994785	3995736	-1.94852828650515	decreased_insertions	reverse		8.36588279227795e-06	0.0004583791780143
ubiD	downregulated	4018347	4019841	-1.61499347342076	increased_insertions	reverse		0.002616368527665	0.0360689091672543
yihM	downregulated	4054524	4055505	-1.07649721700005	decreased_insertions	reverse	glnA__3prime	3.5669770883324e-05	0.0014580443488688
fdhD	unclassified	4079375	4080209	-1.61766055427859	decreased_insertions	forward	yiiG__3prime	4.19740176479609e-08	4.82551295745665e-06
yiiG	upregulated	4080361	4081417	1.61766055427859	decreased_insertions	forward		4.19740176479609e-08	4.82551295745665e-06
yiiM	downregulated	4092749	4093424	-1.11019951750807	increased_insertions	reverse		3.57427448511946e-06	0.0002191540870018
4093434_4093518	downregulated	4093434	4093518	-1.11019951750807	increased_insertions	reverse		3.57427448511946e-06	0.0002191540870018
cpxR	upregulated	4094899	4095598	2.02722443725636	decreased_insertions	reverse		0.695224085192911	0.874976896778234
yiiR	downregulated	4102242	4102683	-1.01157933976276	decreased_insertions	reverse		0.0332629648254193	0.189337415232358
metB	downregulated	4118599	4119760	-1.64983511325228	increased_insertions	reverse		6.69552541312777e-20	4.10531358187777e-17
argH	downregulated	4146777	4148151	-5.31780119469223	decreased_insertions	reverse		7.17809889068464e-05	0.0026074539433458
oxyS	knockout	4148212	4148322	-5.31780119469223	decreased_insertions	reverse	argE__3prime	7.17809889068464e-05	0.0026074539433458
oxyR	increased_mutants_at_end_of_gene	4148417	4149335	2	increased_insertions	nodirection	NA	1.52609263414459e-10	2.93283115779788e-08
yjbD	upregulated	4221286	4221559	1.06830763040027	decreased_insertions	reverse		0.0019791327608835	0.0298439358073318
yjcF	upregulated	4271710	4273003	1.52034930175997	decreased_insertions	reverse	ryjA__3prime	0.0020915504044119	0.0309905673270525
rlmB	unclassified	4399091	4399823	-2.25517205278614	decreased_insertions	forward	yjfI__3prime	5.5782151340751e-06	0.0003235364777763
yjfI	upregulated	4399949	4400351	2.25517205278614	decreased_insertions	forward		5.5782151340751e-06	0.0003235364777763
ulaE	downregulated	4412662	4413517	-1.15088809586514	increased_insertions	reverse	ulaG__3prime	1.45156196011895e-06	0.0001038350655471
ytfB	upregulated	4417895	4418534	1.63212210980295	decreased_insertions	reverse		3.80392957228485e-07	3.22232876136445e-05
yjgM	upregulated	4468850	4469354	1.44885822431904	decreased_insertions	reverse	argI__3prime	2.19331050296713e-05	0.000997917527781
yjgN	downregulated	4469546	4470743	-1.71212491373051	decreased_insertions	reverse	yjgM__3prime	8.91210156238517e-07	6.7501305716042e-05
idnO	unclassified	4482403	4483168	-1.25850278622901	decreased_insertions	forward	idnK	5.15056893274584e-07	4.09374849247132e-05
idnD	downregulated	4483191	4484223	-1.25850278622901	decreased_insertions	forward		5.15056893274584e-07	4.09374849247132e-05
fimA	upregulated	4532931	4533480	3.0	increased_insertions/decreased_insertions	nodirection/reverse	nanC__3prime/NA	9.421669062835669e-13	2.20569837914677e-10
fimD	knockout	4534912	4537549	1	increased_insertions	nodirection	NA	4.0134850803194603e-32	4.30646949118278e-29
uxuR	unclassified	4544392	4545166	-1.24328072673603	decreased_insertions	forward	iraD	5.33390579941824e-05	0.002062443575775
yjiC	downregulated	4545306	4546137	-1.24328072673603	decreased_insertions	forward		5.33390579941824e-05	0.002062443575775
iraD	upregulated	4546809	4547202	1.19631102476385	increased_insertions	forward		0.026037040752786	0.164339674869055
yjjQ	upregulated	4593293	4594019	1.17847476795154	decreased_insertions	forward		1.71567647341971e-06	0.0001175055865518
serB	knockout	4614711	4615680	1.5908201967312	increased_insertions	forward	radA__3prime	1.2259164201238899e-11	2.6308166375858702e-09
radA	upregulated	4615728	4617111	1.5908201967312	increased_insertions	forward		1.2259164201238899e-11	2.6308166375858702e-09
thrC	knockout	3733	5020	1.56495638028381	increased_insertions	forward	yaaX	1.8386669440532e-07	1.72807850887803e-05
yaaW	unclassified	10642	11356	-1.0	decreased_insertions	nodirection	NA	0.0003909549556797	0.0095520607387714
dnaJ	knockout	14167	15298	-1.0	decreased_insertions	nodirection	NA	1.46496210444277e-08	1.92478082212297e-06
nhaA	knockout	17488	18655	-2.0711733992349	decreased_insertions	forward	nhaA__3prime	8.03754432436663e-14	2.35207774364874e-11
apaH	knockout	50379	51222	1.5370662339618	increased_insertions	reverse	caiT__3prime	1.36421326855887e-07	1.37231328484094e-05
pdxA	over_50_perc_inactivation	52426	53416	1.15629339213386	increased_insertions/decreased_insertions	forward/nodirection	NA/djlA	4.16547104820546e-06	0.0002506289963396
surA	knockout	53415	54702	-1.0	decreased_insertions	nodirection	NA	4.16547104820546e-06	0.0002506289963396
rsmH	over_50_perc_inactivation	86580	87522	-1.81148665201603	decreased_insertions	forward	rsmH__3prime	1.52863430632128e-05	0.0007384817231526
acnB	knockout	128101	130699	1	increased_insertions	nodirection	NA	8.28271528079671e-10	1.31664496241406e-07
dksA	knockout	156635	157091	-2.32846218832122	decreased_insertions	reverse	gluQ__3prime	4.8830410411375e-08	5.51526635488477e-06
mrcB	knockout	161216	163751	1	increased_insertions	nodirection	NA	1.3702902601630901e-14	4.41096434746498e-12
degP	knockout	177370	178795	1.23709247400662	increased_insertions	forward	degP__3prime	2.46410956002775e-09	3.64688214884106e-07
258668_292976	unclassified	258668	292976	1.13163084271234	increased_insertions	reverse	phoE__3prime	9.75544961877694e-06	0.0005212081713334
yafX	knockout	260458	260917	1.13163084271234	increased_insertions	reverse	ykfG__3prime	9.75544961877694e-06	0.0005212081713334
ecpR	knockout	306456	307047	-1.08344409367892	decreased_insertions	reverse	ecpA__3prime	0.0300078659829355	0.177810070131743
aroL	knockout	401860	402385	-2.1477567158413	decreased_insertions	forward	aroL__3prime	0.0011673511432213	0.0207246239996462
cyoB	knockout	444105	446097	1.448506929332	increased_insertions	forward	bolA	9.47847226254979e-08	1.00863478390571e-05
yajG	knockout	449044	449623	2.5561826959845	increased_insertions	forward	bolA	0.0059736012040782	0.0635203942492221
tig	knockout	450588	451887	-1.36484486407979	decreased_insertions	forward	clpP	8.75356584099529e-08	9.63341143321841e-06
clpP	knockout	452132	452756	1.71696078313727	increased_insertions	forward	clpP__3prime	3.05105417019738e-07	2.72815093718483e-05
ushA	decreased_mutants_at_end_of_gene	500369	502022	-1.0	decreased_insertions	nodirection	NA	0.0001034262925153	0.0034680128709053
tesA	decreased_mutants_at_end_of_gene	514594	515221	-1.98484738783811	decreased_insertions	forward	ybbA	3.46410189557113e-05	0.001420502420617
514681_514907	knockout	514681	514907	-1.98484738783811	decreased_insertions	forward	ybbA	3.46410189557113e-05	0.001420502420617
ybbC	knockout	523036	523405	-1.91088855862277	decreased_insertions	forward	rhsH__3prime	1.60115702236403e-07	1.53854461342979e-05
560257_581559	decreased_mutants_at_end_of_gene	560257	581559	1.5204581437647	increased_insertions/decreased_insertions	forward/nodirection	560257_581559__3prime/NA	7.948210177314641e-09	1.09694329208983e-06
ybcN	over_50_perc_inactivation	567921	568377	1.5204581437647	increased_insertions	forward	ybcN__3prime	3.17224446078896e-06	0.0001973228003725
rusA	unclassified	568826	569189	1.28376028797266	increased_insertions	forward	rusA__3prime	0.0001708065010204	0.0051748341344468
appY	knockout	579136	579886	-1.1542782996469	decreased_insertions	forward	pauD	7.948210177314641e-09	1.09694329208983e-06
ybdH	knockout	627844	628933	1	increased_insertions	nodirection	NA	1.32508562174067e-05	0.0006562231717512
rlpA	knockout	659557	660646	1.29596361540129	increased_insertions	reverse	dacA__3prime	0.000214314795516	0.0061186636520286
nagB	knockout	698266	699067	2.56428769898412	increased_insertions	forward	nagE	0.0049044877952293	0.0555899514536732
ybfE	knockout	707060	707354	1	increased_insertions	nodirection	NA	3.16862784470875e-05	0.0013246510431321
seqA	knockout	708442	708988	1	increased_insertions	nodirection	NA	0.0003704071474169	0.0091542465069876
speF	unclassified	713717	715916	-1.0	decreased_insertions	nodirection	NA	0.0002093321303931	0.0060030300911846
ybfC	knockout	731105	731675	-1.12483710961445	decreased_insertions	forward	ybfQ	9.61197870786551e-06	0.0005156826576769
gltA	knockout	748640	749924	1.0255426330623	increased_insertions	reverse	ybgD__3prime	9.29780219013743e-08	1.00603782353117e-05
sdhD	increased_mutants_at_end_of_gene	751015	751363	2	increased_insertions	nodirection	NA	1.1857525868930799e-18	6.63815230818928e-16
sdhB	knockout	753144	753861	1.84047469200141	increased_insertions	forward	sdhB__3prime	1.50229737691192e-07	1.47660923855861e-05
sucD	knockout	759635	760505	3.07139769268121	increased_insertions	forward	sucD__3prime	1.72017400007937e-13	4.614366755212909e-11
bioC	knockout	806977	807733	1.54458972745736	increased_insertions	forward	bioC__3prime	0.0001864316900477	0.0055567000950356
moeA	knockout	860584	861820	1.11018256131767	increased_insertions	forward	iaaA	0.0014615180996827	0.0242506534169006
ybjX	knockout	913583	914576	1.07754192843828	increased_insertions	forward	macA	3.44595737613797e-05	0.0014175765870655
lrp	knockout	928050	928545	2	increased_insertions	nodirection	NA	2.01711770692944e-14	6.334733559615499e-12
serC	knockout	953108	954197	1.65407267140421	increased_insertions	reverse	ycaO__3prime	1.53706975617353e-05	0.0007384817231526
aspC	knockout	979974	981165	1.57949385695346	increased_insertions	reverse	ycbC__3prime	3.2069020850445e-11	6.35262634569737e-09
ssuE	knockout	992392	992968	-1.16866000083791	decreased_insertions	forward	elfA	0.0036134506847481	0.0452155403467614
elfD	knockout	993945	994647	-1.90579383885131	decreased_insertions	forward	elfD__3prime	0.101713249174104	0.355080711990037
ycbZ	knockout	1011994	1013755	1	increased_insertions	nodirection	NA	2.15161940022867e-16	8.395227696164971e-14
ompA	knockout	1014468	1015509	-2.0	decreased_insertions	nodirection	NA	1.12064500904483e-08	1.50306511838138e-06
csgE	over_50_perc_inactivation	1097607	1097997	-1.01244266824107	decreased_insertions	reverse	csgF__3prime	8.47812912509385e-05	0.0029424364047091
csgC	knockout	1100416	1100749	1.67348897516758	increased_insertions	forward	csgC__3prime	0.0804611651052218	0.314230501029674
opgG	increased_mutants_at_end_of_gene	1104790	1106326	1	increased_insertions	nodirection	NA	3.69005932456302e-15	1.35752011037353e-12
opgH	knockout	1106318	1108862	1	increased_insertions	nodirection	NA	3.69005932456302e-15	1.35752011037353e-12
dinI	unclassified	1116697	1116943	-1.390896394213	decreased_insertions	reverse	bssS__3prime	0.0002798471401117	0.0074602728283216
rne	knockout	1136637	1139823	1.89584911929739	increased_insertions	reverse	flgA__3prime	9.73663337571895e-08	1.02761386348981e-05
fabF	knockout	1147394	1148636	1	increased_insertions	nodirection	NA	5.57328677040752e-13	1.38003154722629e-10
lpoB	knockout	1158093	1158735	1	increased_insertions	nodirection	NA	4.56209151153423e-05	0.0018299529689256
bhsA	over_50_perc_inactivation	1164528	1164786	-3.72422715160351	decreased_insertions	forward	bhsA__3prime	2.91798276916323e-05	0.0012393404764131
phoP	knockout	1185231	1185903	-1.73873488811243	decreased_insertions	forward	1186035_1186058	4.94483542672892e-07	3.95463981084234e-05
1191675_1206868	unclassified	1191675	1206868	-2.63898888583251	decreased_insertions	forward	1191675_1206868__3prime	0.0002235347868833	0.0063257888261762
trpA	knockout	1310672	1311479	1	increased_insertions	nodirection	NA	3.32231775157789e-05	0.0013787284836194
trpE	knockout	1315640	1317203	1.60713186303324	increased_insertions	forward	yciV	0.0038305459950727	0.046839610857129
osmB	knockout	1337366	1337585	1.05085913151301	increased_insertions	forward	ymiB	9.68831955349933e-07	7.25272107970101e-05
pspB	knockout	1363057	1363282	-2.24752912717454	decreased_insertions	forward	pspB__3prime	0.0002522130547875	0.0069095644541371
