Gene	Category	Start	End	MaxLogFC	Expression	Direction	Upstream	P-Value	Q-Value
rsmG	upregulated	3916416	3917040	1.61855267809249	increased_insertions	reverse		1.36723787677606e-15	5.37283054122181e-13
rbsB	downregulated	3929637	3930528	-2.78801561821662	increased_insertions	reverse		1.28907166125969e-23	1.3930567752679702e-20
rbsK	knockout	3930653	3931583	2.78801561821662	increased_insertions	reverse	ravA__3prime	1.28907166125969e-23	1.3930567752679702e-20
rbsR	knockout	3931586	3932579	2.78801561821662	increased_insertions	reverse	ravA__3prime	1.28907166125969e-23	1.3930567752679702e-20
tatA	downregulated	4015304	4015574	-1.87683703042937	decreased_insertions	reverse		0.002851951232206	0.0706264936964842
tatB	knockout	4015577	4016093	-1.87683703042937	decreased_insertions	reverse	ysgA__3prime	0.002851951232206	0.0706264936964842
srkA	downregulated	4035774	4036761	-2.2840293784218	increased_insertions	reverse		2.41965062363028e-09	4.90281707613086e-07
fdhD	unclassified	4079375	4080209	-1.42572041561657	decreased_insertions	forward	yiiG__3prime	3.48604439585101e-05	0.0024839024024942
yiiG	upregulated	4080361	4081417	1.42572041561657	decreased_insertions	forward		3.48604439585101e-05	0.0024839024024942
yiiM	downregulated	4092749	4093424	-1.25441056203797	increased_insertions	reverse		0.0004916713935332	0.0216135411231824
4093434_4093518	downregulated	4093434	4093518	-1.25441056203797	increased_insertions	reverse		0.0004916713935332	0.0216135411231824
cpxA	knockout	4093529	4094903	1.25441056203797	increased_insertions/decreased_insertions	reverse	rhaT__3prime	8.36406284874024e-08	1.29125198836266e-05
hupA	downregulated	4190208	4190481	-1.27086569188447	increased_insertions	reverse		0.447603559938077	0.844539933839223
pheU	upregulated	4352367	4352443	1.34289984714241	increased_insertions	reverse		1.3962108941209e-06	0.0001676487303237
yjdC	knockout	4352549	4353125	1.34289984714241	increased_insertions	reverse	pheU__3prime	1.3962108941209e-06	0.0001676487303237
dsbD	knockout	4353161	4354859	1.43189442706643	increased_insertions	reverse	yjdC__3prime	1.77785264096237e-06	0.0002022385355087
mutL	downregulated	4387228	4389076	-2.37516067522763	increased_insertions	reverse	queG__3prime	1.54416333752254e-28	2.2249677956658e-25
ytfB	upregulated	4417895	4418534	1.88753949776224	decreased_insertions	reverse		4.80762769912117e-06	0.0004584214411926
treR	upregulated	4456115	4457063	1.03158715587438	increased_insertions	reverse		0.777287997546439	0.954036948841821
mgtL	knockout	4457247	4457301	1.03158715587438	increased_insertions	reverse	treR__3prime	0.777287997546439	0.954036948841821
fimE	knockout	4531853	4532450	-3.83388844809105	decreased_insertions	reverse	nanC__3prime	5.22482955466533e-89	6.77555896649e-85
fimA	upregulated	4532931	4533480	2.51688727648131	decreased_insertions	forward	fimC__3prime	5.4695029877195e-13	1.61201169874424e-10
fimI	knockout	4533544	4534084	-2.51688727648131	decreased_insertions	forward	fimC__3prime	5.4695029877195e-13	1.61201169874424e-10
fimC	knockout	4534120	4534846	1.27375183616115	increased_insertions	reverse	nanC__3prime	3.47818239981091e-10	7.64492701029625e-08
yjjQ	upregulated	4593293	4594019	1.26122433776395	decreased_insertions	forward		1.41379097813498e-06	0.0001682022147197
yjjG	downregulated	4598462	4599140	-2.53472936833944	increased_insertions	reverse		4.39125817043072e-34	1.4236458988536398e-30
creD	downregulated	4627994	4629347	-1.69258840895616	increased_insertions	reverse		2.01146923607311e-06	0.0002191994374234
thrC	knockout	3733	5020	1.37202437868623	increased_insertions	forward	yaaX	2.79227364555734e-06	0.000294100146038
dnaJ	knockout	14167	15298	1.79186988792326	increased_insertions	reverse	yaaI__3prime	1.17940880113022e-19	7.64728666652837e-17
rsmA	knockout	51608	52430	1	increased_insertions	nodirection	NA	3.88174059390026e-05	0.0027063662377257
rapA	knockout	60357	63264	2	increased_insertions	nodirection	NA	3.00104831367255e-56	1.94587972658528e-52
cra	knockout	84514	85519	1.46789445971403	increased_insertions	reverse	leuL__3prime	7.90076913819897e-05	0.0049094358159514
ddlB	knockout	98719	99640	-3.0	decreased_insertions	nodirection	NA	2.58166742879745e-08	4.58617304337608e-06
dksA	knockout	156635	157091	1	increased_insertions	nodirection	NA	0.0001348669252906	0.0077597456839156
mrcB	knockout	161216	163751	-2.0	decreased_insertions	nodirection	NA	3.1027577257802302e-21	2.2353645659954397e-18
yaeQ	increased_mutants_at_end_of_gene	210777	211323	1	increased_insertions	nodirection	NA	1.5122814175619e-06	0.0001759119066684
arfB	over_50_perc_inactivation	211319	211742	1	increased_insertions	nodirection	NA	1.5122814175619e-06	0.0001759119066684
crl	increased_mutants_at_end_of_gene	254315	254717	1.35027275302888	increased_insertions	reverse	pepD__3prime	3.15177494450671e-06	0.0003218284840973
lon	knockout	454563	455664	1.75974689814761	increased_insertions	forward	hupB	0.329073375820636	0.779436715336242
hupB	knockout	456906	457179	2	increased_insertions	nodirection	NA	3.49029247324517e-09	6.85789587773385e-07
citG	knockout	642086	642965	1	increased_insertions	nodirection	NA	1.6250399015577e-06	0.0001864913048088
gltI	knockout	682294	683203	1.12385688528422	increased_insertions	reverse	gltJ__3prime	0.0006594712820411	0.0265590794581031
tolB	knockout	773195	774488	-2.0	decreased_insertions	nodirection	NA	1.62665465470124e-05	0.0013266954441613
grxA	knockout	885951	886209	1	increased_insertions	nodirection	NA	9.25404092700276e-07	0.0001200064027413
ycbJ	decreased_mutants_at_end_of_gene	967207	968101	-1.0	decreased_insertions	nodirection	NA	0.0001223105136011	0.0071446970287384
ycbC	knockout	968077	968857	-1.0	decreased_insertions	nodirection	NA	0.0001223105136011	0.0071446970287384
csgC	knockout	1100416	1100749	1.59546500479434	increased_insertions	forward	csgC__3prime	0.0095010842270659	0.157356398795135
pabC	knockout	1148755	1149565	-1.0	decreased_insertions	nodirection	NA	0.0001352330756141	0.0077597456839156
minD	knockout	1220004	1220817	-2.0	decreased_insertions	nodirection	NA	8.29526171037362e-08	1.29125198836266e-05
minC	knockout	1220840	1221536	-2.0	decreased_insertions	nodirection	NA	8.29526171037362e-08	1.29125198836266e-05
ldcA	knockout	1237621	1238536	-6.0	decreased_insertions	nodirection	NA	9.539956288095111e-19	5.62337059745533e-16
ychJ	knockout	1284129	1284588	-1.63728634537287	increased_insertions/decreased_insertions	forward/nodirection	NA/rssA__3prime	5.907232657412921e-09	1.12654401619604e-06
yciB	knockout	1306607	1307147	2.27084197057963	increased_insertions	reverse	yciA__3prime	2.64297985930134e-05	0.0020280569713266
trpA	knockout	1310672	1311479	1	increased_insertions	nodirection	NA	3.24071193842949e-05	0.0023477962244443
rnb	knockout	1341234	1343169	2.01117096680528	increased_insertions	reverse	gmr__3prime	9.05393219437158e-17	4.3485700998744705e-14
paaA	knockout	1448183	1449113	-1.4080418992648	decreased_insertions	reverse	paaZ__3prime	0.0134040051970532	0.191014438896029
ydeT	knockout	1583109	1584336	1.3675832418484	increased_insertions	reverse	ydeS__3prime	0.0063533315890523	0.121340212145553
ynfD	unclassified	1651821	1652127	1	increased_insertions	nodirection	NA	0.0001106334261034	0.0065811663748156
slyA	knockout	1714646	1715081	2.42471203237122	increased_insertions	reverse	anmK__3prime	1.51999311111326e-07	2.26566329481802e-05
chbB	knockout	1815555	1815876	-1.63629870290439	decreased_insertions	reverse	chbC__3prime	7.76225233968113e-05	0.004886450890339
proQ	knockout	1909092	1909791	1.82229798935949	increased_insertions	reverse	prc__3prime	3.31768622635639e-13	1.0755938745847401e-10
yebK	knockout	1930908	1931778	-2.50124340714565	decreased_insertions	reverse	zwf__3prime	7.52799210311261e-05	0.0047638652110694
2060834_2072512	decreased_mutants_at_start_of_gene	2060834	2072512	-1.44704019458395	decreased_insertions	forward	2060834_2072512__3prime	0.0015859558430507	0.047829477610888
yehT	unclassified	2205721	2206441	-2.96748574072517	decreased_insertions	reverse	yehS__3prime	0.0012608316171868	0.0410815688735655
mepS	knockout	2263457	2264024	-1.0	decreased_insertions	nodirection	NA	2.70259255513862e-05	0.0020495450441542
ompC	knockout	2305124	2306228	-1.4199312090256	decreased_insertions	forward	micF	5.1814483665588505e-14	1.7682374320404e-11
rcsB	knockout	2309655	2310306	1.77302106998492	increased_insertions	reverse	ompC__3prime	1.73630546279574e-12	4.89487157424678e-10
rbn	knockout	2375086	2376004	-1.17895978909638	decreased_insertions	reverse	elaA__3prime	0.0036162053305762	0.0831843641093193
truA	knockout	2428302	2429115	1	increased_insertions	nodirection	NA	8.04961948695337e-08	1.2887341420594e-05
2459863_2470078	unclassified	2459863	2470078	-1.03213969420715	decreased_insertions	forward	2459863_2470078__3prime	1.93514558724681e-06	0.0002132585858187
gtrS	knockout	2462609	2463941	-1.03213969420715	decreased_insertions	forward	tfaS	1.93514558724681e-06	0.0002132585858187
eutG	knockout	2561682	2562870	1.06261603470117	increased_insertions	forward	talA	0.0085094606954328	0.145962874589375
srmB	knockout	2706254	2707589	1	increased_insertions	nodirection	NA	6.93934187955489e-10	1.4752358277716e-07
smpB	knockout	2748254	2748737	3.7492060964671	increased_insertions	reverse	ratA__3prime	1.34834366957498e-06	0.0001649558557268
mprA	knockout	2804128	2804659	-1.84014784565315	decreased_insertions	forward	mprA__3prime	0.0031882834575959	0.0757246517913989
rpoS	knockout	2859917	2860910	1.89870009064065	increased_insertions	reverse	ygbI__3prime	1.0499018216123701e-14	3.89003623504833e-12
truD	knockout	2863613	2864663	-1.75371689303247	decreased_insertions	reverse	umpG__3prime	4.43121570549115e-12	1.1971667764335302e-09
ispD	knockout	2865138	2865849	-3.81786401277519	decreased_insertions	reverse	ispF__3prime	2.94763987259062e-09	5.88076828734695e-07
gcvA	knockout	2935008	2935926	1.85698346521664	increased_insertions	reverse	ygdD__3prime	9.40811605023343e-08	1.43534645811091e-05
csdA	knockout	2936695	2937901	1.11333689490219	increased_insertions	reverse	ygdI__3prime	0.0273188933798066	0.281717349295058
ygiZ	knockout	3165237	3165570	-1.20007622390023	decreased_insertions	forward	mdaB	9.69371956897755e-05	0.0058742128677804
cpdA	knockout	3169364	3170192	1.06825514600805	increased_insertions	reverse	yqiA__3prime	4.0291012423189605e-09	7.7984156582675e-07
tolC	knockout	3171473	3172955	1.20607071032458	increased_insertions	reverse	nudF__3prime	7.91068763649325e-18	4.2744082195851904e-15
yhbU	knockout	3294843	3295839	1.05284395428282	increased_insertions	reverse	yhbT__3prime	0.0012714230976092	0.0411553344400859
kdsC	increased_mutants_at_end_of_gene	3335631	3336198	2	increased_insertions	nodirection	NA	5.36323928788861e-05	0.0036224212023614
arcB	knockout	3344047	3346384	1.46100493598271	increased_insertions	reverse	elbB__3prime	2.74592111749592e-08	4.81204122320095e-06
sspB	knockout	3369637	3370135	2	increased_insertions	nodirection	NA	1.86508078672082e-10	4.31899422182065e-08
sspA	knockout	3370140	3370779	2	increased_insertions	nodirection	NA	1.86508078672082e-10	4.31899422182065e-08
aaeA	knockout	3381552	3382485	1.22432134336738	increased_insertions	forward	aaeR	0.0100320058426317	0.161608759959315
trkA	knockout	3429876	3431253	-2.1205191262075	decreased_insertions	forward	trkA__3prime	0.4943351877353	0.861457191801661
ompR	knockout	3529223	3529943	-1.43929026970357	decreased_insertions	reverse	envZ__3prime	1.034624354618e-08	1.91671551866946e-06
yibN	knockout	3777943	3778375	-1.23030979928301	decreased_insertions	reverse	grxC__3prime	0.0003640111177861	0.0174833191683358
envC	knockout	3780197	3781457	-2.40521222831017	decreased_insertions	reverse	yibN__3prime	3.82088415632673e-21	2.60785398627606e-18
mnmE	knockout	3880187	3881552	2.24101760487141	increased_insertions	reverse	dnaA__3prime	3.14834360855425e-19	1.94417713884436e-16
pstS	knockout	3903844	3904885	1.04355146525939	increased_insertions	reverse	pstC__3prime	4.54810427740329e-07	6.14373086139228e-05
mnmG	knockout	3917103	3918993	1.61855267809249	increased_insertions	reverse	rsmG__3prime	1.36723787677606e-15	5.37283054122181e-13
wzzE	knockout	3962390	3963437	-1.18041158179284	decreased_insertions	forward	wzzE__3prime	0.0008286465295101	0.0310574803314688
wzxE	knockout	3969637	3970888	-1.29532466975266	decreased_insertions	forward	wzxE__3prime	0.298454842366996	0.757110416305353
tatC	knockout	4016095	4016872	-2.01918081836046	decreased_insertions	reverse	ysgA__3prime	2.9596019296152e-16	1.32345233873275e-13
dsbA	knockout	4036777	4037404	2.2840293784218	increased_insertions	reverse	mobA__3prime	2.41965062363028e-09	4.90281707613086e-07
typA	knockout	4051766	4053590	1.27180847133673	increased_insertions	reverse	glnA__3prime	5.0383656101172e-10	1.08895875386666e-07
cpxR	knockout	4094899	4095598	-1.24816259408185	decreased_insertions	reverse	cpxA__3prime	8.36406284874024e-08	1.29125198836266e-05
cpxP	knockout	4095747	4096248	1	increased_insertions	nodirection	NA	7.7572277925697e-12	2.01191460028088e-09
yjaH	knockout	4190493	4191189	1.27086569188447	increased_insertions	reverse	rsd__3prime	0.447603559938077	0.844539933839223
purH	knockout	4195870	4197460	1.01612233614443	increased_insertions	forward	rrsE	1.14656154707001e-05	0.0009781980356844
pgi	knockout	4223685	4225335	-1.15249129281255	decreased_insertions	forward	pgi__3prime	0.132047254371637	0.578271924348568
cutA	knockout	4354834	4355173	1.43189442706643	increased_insertions	reverse	dsbD__3prime	0.0159043201798639	0.21153561445382
ecnB	decreased_mutants_at_end_of_gene	4366369	4366516	-1.0	decreased_insertions	nodirection	NA	6.64311882659353e-05	0.0043073982471632
miaA	knockout	4389068	4390019	2.37516067522763	increased_insertions	reverse	queG__3prime	1.54416333752254e-28	2.2249677956658e-25
hfq	knockout	4390104	4390413	2	increased_insertions	nodirection	NA	6.24100035982817e-16	2.52916539582037e-13
fbp	knockout	4444427	4445426	1	increased_insertions	nodirection	NA	1.29884467336335e-06	0.000160413502135
argI	unclassified	4467123	4468128	2	increased_insertions	nodirection	NA	0.0001641786567942	0.0090598673247146
yjgN	decreased_mutants_at_end_of_gene	4469546	4470743	-1.0	decreased_insertions	nodirection	NA	3.72759986540696e-05	0.002627147557315
fimB	knockout	4530773	4531376	1	increased_insertions	nodirection	NA	1.44150925675306e-21	1.0996171789161e-18
fimD	knockout	4534912	4537549	1	increased_insertions	nodirection	NA	7.65433593495524e-23	7.09010202889282e-20
fimH	knockout	4538624	4539527	1	increased_insertions	nodirection	NA	1.88071153033221e-14	6.5916397636075894e-12
prfC	knockout	4599230	4600820	2.53472936833944	increased_insertions	reverse	rsmC__3prime	4.39125817043072e-34	1.4236458988536398e-30
slt	knockout	4620549	4622487	-4.0	decreased_insertions	nodirection	NA	4.87952276791046e-22	3.95485320339143e-19
arcA	knockout	4629406	4630123	1.69258840895616	increased_insertions	reverse	rob__3prime	2.01146923607311e-06	0.0002191994374234
