Gene	Category	Start	End	MaxLogFC	Expression	Direction	Upstream	P-Value	Q-Value
hupB	knockout	456906	457179	1	increased_insertions	nodirection	NA	5.93751378998295e-05	0.0046872750372242
acrB	knockout	476709	479859	-2.0	decreased_insertions	nodirection	NA	0.0002854844192486	0.0143911663871861
acrA	knockout	479881	481075	-2.0	decreased_insertions	nodirection	NA	0.0002854844192486	0.0143911663871861
560257_581559	unclassified	560257	581559	-3.09588987709415	decreased_insertions	forward	560257_581559__3prime	1.1904612185036e-06	0.0001915726822391
nagB	knockout	698266	699067	2.04570119663512	increased_insertions	forward	nagE	0.0901023835556757	0.456771049430873
seqA	knockout	708442	708988	1	increased_insertions	nodirection	NA	6.99404223325321e-05	0.0052885071151683
sdhD	increased_mutants_at_end_of_gene	751015	751363	1	increased_insertions	nodirection	NA	1.09868691816823e-05	0.001158883882088
sdhA	knockout	751362	753129	1	increased_insertions	nodirection	NA	1.09868691816823e-05	0.001158883882088
bioC	knockout	806977	807733	1.50475375724598	increased_insertions	forward	bioC__3prime	5.5036373759415e-05	0.0044001054995425
moeB	unclassified	859835	860585	1.98138793168718	increased_insertions	reverse	ybiY__3prime	0.0036018903797433	0.0822016873573417
deoR	over_50_perc_inactivation	877431	878190	-2.44805578505195	decreased_insertions	forward	mdfA	0.0123728629391107	0.168658585000776
ybjX	knockout	913583	914576	1.57896482914877	increased_insertions	forward	macA	1.4369937240540102e-09	4.5092863060815e-07
lrp	knockout	928050	928545	1	increased_insertions	nodirection	NA	6.87701310799093e-05	0.0052580277012183
serC	knockout	953108	954197	1.75104979743715	increased_insertions	reverse	ycaO__3prime	0.0002464212409411	0.0129417548798872
elfD	knockout	993945	994647	-2.67178768754245	decreased_insertions	forward	elfD__3prime	0.129656779259837	0.524796955848017
ycbZ	knockout	1011994	1013755	1.3181132301139	increased_insertions	forward	matP	4.51284192991577e-06	0.0005780121622888
csgC	knockout	1100416	1100749	1.63186389017549	increased_insertions	forward	csgC__3prime	0.0353684883532517	0.297150413588506
fabF	knockout	1147394	1148636	1.1102053729	increased_insertions	forward	fabF__3prime	1.33227980879776e-07	2.9862100285767e-05
phoP	knockout	1185231	1185903	-1.86351116609557	decreased_insertions	forward	1186035_1186058	7.5331770397912e-07	0.0001348675034748
icd	knockout	1190578	1191829	-3.98692100608211	decreased_insertions	forward	icd__3prime	0.0030685468343991	0.073927830835659
1191675_1206868	unclassified	1191675	1206868	-1.21604031265694	decreased_insertions	reverse	rluE__3prime	0.0001233613778147	0.0079490895215702
minD	knockout	1220004	1220817	-1.17375928615766	decreased_insertions	reverse	minE__3prime	0.0037674342455352	0.0847167790702017
minC	knockout	1220840	1221536	-1.0	decreased_insertions	nodirection	NA	1.4507084131345e-08	3.93278347371044e-06
pspB	knockout	1363057	1363282	-2.00151649723248	decreased_insertions	forward	pspB__3prime	0.0011374391439338	0.0385868544179932
hrpA	knockout	1477317	1481220	-2.0	decreased_insertions	nodirection	NA	4.24737021153267e-09	1.21438596624995e-06
ydeT	knockout	1583109	1584336	1.12168877940002	increased_insertions	reverse	ydeS__3prime	0.0718041615748795	0.411922228559364
ynfB	over_50_perc_inactivation	1650064	1650406	1	increased_insertions	nodirection	NA	3.60754404653161e-05	0.0031445758938933
sufS	knockout	1753559	1754780	1.29195254447099	increased_insertions	reverse	sufE__3prime	0.0067237154979086	0.119710747418084
prc	knockout	1907024	1909073	-5.0	decreased_insertions	nodirection	NA	1.43334715250118e-19	1.49928112151624e-16
yebK	knockout	1930908	1931778	-2.14434238771025	decreased_insertions	reverse	zwf__3prime	9.63581233855097e-05	0.0066092194794257
cmoA	decreased_mutants_at_end_of_gene	1946958	1947702	-1.0	decreased_insertions	nodirection	NA	5.13074327145088e-05	0.0041424199261182
wbbK	knockout	2096871	2097990	-1.01360706938851	decreased_insertions	reverse	insH1__3prime	8.43875554105959e-05	0.0060875436523781
asmA	knockout	2133239	2135093	-5.29601185046219	decreased_insertions	forward	yegE	1.19154194688284e-10	4.39889250508041e-08
yehD	knockout	2185158	2185701	-1.12476994481761	decreased_insertions	reverse	yehC__3prime	7.37679318432895e-05	0.0055115183362914
yejM	knockout	2277854	2279615	-11.4861351133976	decreased_insertions	forward	yejM__3prime	2.8241651789175002e-11	1.22237659744043e-08
glpT	knockout	2344494	2345853	1.04784632431977	increased_insertions	forward	glpA	0.0051197075257082	0.101842422920268
alaA	increased_mutants_at_end_of_gene	2401039	2402257	2	increased_insertions	nodirection	NA	0.0001136024980395	0.0076663363193147
truA	knockout	2428302	2429115	1	increased_insertions	nodirection	NA	1.67491065600962e-08	4.37989136546515e-06
eutG	knockout	2561682	2562870	1.04189785301769	increased_insertions	forward	talA	0.0042570723531808	0.0912419371227134
bepA	knockout	2609452	2610916	-2.0	decreased_insertions	nodirection	NA	5.09616157763017e-19	4.92054000941645e-16
iscR	knockout	2655001	2655490	-1.73367026582918	decreased_insertions	reverse	iscS__3prime	1.03031344256367e-05	0.0011148702009533
ypjC	knockout	2776996	2778370	-1.10522055143091	decreased_insertions	reverse	pinH__3prime	6.8499455271576706e-09	1.91067813904185e-06
mprA	knockout	2804128	2804659	-1.93667169906436	decreased_insertions	forward	mprA__3prime	1.08472920480407e-06	0.000181540279716
rpoS	knockout	2859917	2860910	-2.0	decreased_insertions	nodirection	NA	1.06670179769486e-13	7.87602409686226e-11
truD	knockout	2863613	2864663	-1.76067451080141	decreased_insertions	reverse	umpG__3prime	7.4263314540813e-11	3.10717708038761e-08
ispD	knockout	2865138	2865849	-3.29708801677336	decreased_insertions	reverse	ispF__3prime	1.59142183813833e-10	5.7072934035178e-08
gcvT	knockout	3042931	3044026	1	increased_insertions	nodirection	NA	1.0619629741956e-05	0.0011392956625729
scpB	increased_mutants_at_end_of_gene	3057351	3058137	1.56550157039637	increased_insertions	reverse	yqfE__3prime	0.0499536960540179	0.347957154755845
yggP	unclassified	3069537	3070815	-1.03075903623558	decreased_insertions	reverse	yggF__3prime	3.37553435141349e-06	0.0004521074749679
yghU	increased_mutants_at_end_of_gene	3132085	3132952	1	increased_insertions	nodirection	NA	4.71829186729105e-05	0.0038708496417148
3132979_3133062	knockout	3132979	3133062	1	increased_insertions	nodirection	NA	4.71829186729105e-05	0.0038708496417148
ygiZ	knockout	3165237	3165570	-2.0	decreased_insertions	nodirection	NA	0.0011462438744294	0.0387281991306979
tolC	knockout	3171473	3172955	-2.0	decreased_insertions	nodirection	NA	3.06412967417643e-12	1.8314740795363101e-09
yhaC	knockout	3261773	3262961	-1.20943790753353	decreased_insertions	reverse	tdcA__3prime	1.48196727750996e-05	0.0014714032437049
nlpI	knockout	3301398	3302283	-3.68510092830991	decreased_insertions	reverse	yrbN__3prime	2.0858933855699102e-21	2.61821337756736e-18
mlaE	over_50_perc_inactivation	3331824	3332607	-2.42609877406735	decreased_insertions	reverse	mlaD__3prime	0.0003434903441958	0.0164560717570481
sspB	knockout	3369637	3370135	3.21841245835176	increased_insertions	forward	yhcB	0.0020234994684966	0.0564421451745986
panF	knockout	3400965	3402417	1.07615927756628	increased_insertions	reverse	csrD__3prime	2.13036242395554e-05	0.0020257809958704
dusB	knockout	3403638	3404604	1.42710060825569	increased_insertions	forward	dusB__3prime	2.14159160304608e-06	0.0003054688386526
aroE	knockout	3423378	3424197	1.2005329730175	increased_insertions	forward	def	9.73437077544331e-06	0.001062485408464
aroB	knockout	3510756	3511845	1.51839832684026	increased_insertions	forward	mrcA	2.83686101867963e-05	0.0025991444895231
glpE	knockout	3554856	3555183	1	increased_insertions	nodirection	NA	1.8385408639679e-05	0.0017751819172711
ftsX	knockout	3594387	3595446	-2.0	decreased_insertions	nodirection	NA	7.62873864461138e-07	0.0001348675034748
ftsE	knockout	3595438	3596107	-2.0	decreased_insertions	nodirection	NA	7.62873864461138e-07	0.0001348675034748
yhhQ	knockout	3602576	3603242	1.19316311545138	increased_insertions	reverse	tusA__3prime	0.0230535764996451	0.235036185310009
yrhC	knockout	3617246	3617597	-1.15247046683094	decreased_insertions	forward	yrhC__3prime	1.08293104077406e-05	0.0011519449511691
pitA	knockout	3631001	3632501	1.4599519749945	increased_insertions	reverse	yhiN__3prime	3.40616248999528e-06	0.0004521074749679
hdeB	knockout	3649325	3649652	-1.0028973437929	decreased_insertions	forward	hdeD	0.0004063776010964	0.0187531310623628
mdtF	knockout	3653773	3656887	-1.26240197197625	decreased_insertions	forward	gadY	1.6751302891528602e-09	5.128350094987e-07
yiaU	knockout	3745351	3746326	-1.35221655858786	decreased_insertions	reverse	yiaT__3prime	8.0383527020901e-08	1.9403346753199e-05
envC	knockout	3780197	3781457	-2.73533087544362	decreased_insertions	forward	envC__3prime	1.20009676775226e-07	2.73883902342298e-05
waaC	over_50_perc_inactivation	3789338	3790298	-2.0	decreased_insertions	nodirection	NA	0.0001695278734355	0.0099902059500602
waaS	knockout	3797540	3798476	-1.19632789813818	decreased_insertions	reverse	waaB__3prime	1.38300436975671e-05	0.0013887576679349
waaP	knockout	3798512	3799310	-2.0	decreased_insertions	nodirection	NA	1.59508186702477e-23	2.8602096564135504e-20
waaG	knockout	3799302	3800427	-2.0	decreased_insertions	nodirection	NA	1.59508186702477e-23	2.8602096564135504e-20
waaQ	knockout	3800423	3801458	-2.0	decreased_insertions	nodirection	NA	1.59508186702477e-23	2.8602096564135504e-20
recG	increased_mutants_at_start_of_gene	3818569	3820651	1	increased_insertions	nodirection	NA	9.41651347798245e-05	0.0065597685464755
3847071_3847107	knockout	3847071	3847107	-1.0	decreased_insertions	nodirection	NA	0.0001421590742781	0.0089153740811321
emrD	increased_mutants_at_end_of_gene	3847281	3848466	1	increased_insertions	nodirection	NA	1.19888102206646e-05	0.0012436656685106
yidI	knockout	3849774	3850224	-1.0	decreased_insertions	nodirection	NA	2.56013364993627e-05	0.0023803553758518
hdfR	knockout	3940487	3941327	-2.346872256083	decreased_insertions	forward	yifE	0.0002812603647812	0.0142354036239294
wzzE	knockout	3962390	3963437	-1.64668925399555	decreased_insertions	forward	wzzE__3prime	8.41893114155542e-06	0.0009606765789891
yigF	unclassified	3995778	3996159	-1.0	decreased_insertions	nodirection	NA	0.0001010842276587	0.0068957023128936
rfaH	knockout	4017692	4018181	-3.74950845157737	decreased_insertions	forward	ubiD	0.0023813553598172	0.0621429781214676
glpX	knockout	4104496	4105507	1.15141538825947	increased_insertions	reverse	fpr__3prime	0.0017835917883809	0.0511133427574363
menA	knockout	4109350	4110277	1	increased_insertions	nodirection	NA	4.57767460013231e-06	0.0005803936523319
oxyR	increased_mutants_at_end_of_gene	4148417	4149335	1	increased_insertions	nodirection	NA	8.98138503096135e-05	0.006298008095454
sthA	knockout	4149317	4150718	1	increased_insertions	nodirection	NA	8.98138503096135e-05	0.006298008095454
rlmB	decreased_mutants_at_end_of_gene	4399091	4399823	-1.0	decreased_insertions	nodirection	NA	9.4591946057367e-05	0.0065597685464755
ulaF	knockout	4413516	4414203	1.11905462146271	increased_insertions	reverse	ulaG__3prime	1.12644354185852e-05	0.001178259944784
rplI	knockout	4415924	4416374	-4.34920639715594	decreased_insertions	forward	rplI__3prime	1.89687288722667e-16	1.70068203431923e-13
fbp	knockout	4444427	4445426	1	increased_insertions	nodirection	NA	4.01326130240449e-12	2.1901937333817903e-09
fimB	knockout	4530773	4531376	1	increased_insertions	nodirection	NA	2.7812778502620403e-20	3.17369087058992e-17
fimI	knockout	4533544	4534084	-2.0	decreased_insertions	nodirection	NA	4.7521107270438995e-12	2.48535391024396e-09
fimC	knockout	4534120	4534846	1.52680715183759	increased_insertions	reverse	nanC__3prime	8.09182444311325e-07	0.0001410674727916
fimD	knockout	4534912	4537549	1	increased_insertions	nodirection	NA	1.5552305128409601e-23	2.8602096564135504e-20
fimH	knockout	4538624	4539527	1	increased_insertions	nodirection	NA	2.7686090234616796e-11	1.22237659744043e-08
hsdS	unclassified	4569884	4571279	-1.38169010463776	decreased_insertions	reverse	symE__3prime	0.0012735285844177	0.0416201347293774
