Gene	Category	Start	End	MaxLogFC	Expression	Direction	Upstream	P-Value	Q-Value
phoR	downregulated	413344	414640	-3.37001475202265	decreased_insertions	reverse		0.0016844551175703	0.0227392452317474
tig	knockout	450588	451887	-1.77382324734966	decreased_insertions	forward	clpP	4.25372970561249e-14	9.96396797153562e-12
clpX	knockout	452881	454156	1	increased_insertions	nodirection	NA	7.98896685827924e-13	1.55465295062114e-10
lon	knockout	454563	455664	2.31693058398311	increased_insertions	reverse	yajG__3prime	0.133666547944154	0.389125009193465
hupB	unclassified	456906	457179	1.54533358536751	increased_insertions	forward	ppiD__3prime	2.60574925737376e-05	0.0009241743565319
ppiD	upregulated	457370	459242	1.54533358536751	increased_insertions	forward		2.60574925737376e-05	0.0009241743565319
acrA	knockout	479881	481075	6.43558006124484	increased_insertions/decreased_insertions	reverse/nodirection	acrB__3prime/NA	1.32502872667923e-06	6.98477674460032e-05
acrR	knockout	481216	481864	6.43558006124484	increased_insertions	reverse	acrA__3prime	0.0347411135097665	0.180839648059686
mscK	knockout	481991	485354	6.43558006124484	increased_insertions	reverse	acrA__3prime	0.0347411135097665	0.180839648059686
496899_496983	upregulated	496899	496983	2.09148542553556	increased_insertions	forward		0.0009838282986067	0.0152132569059613
ybbN	upregulated	512880	513735	1.09173645962101	decreased_insertions	reverse		0.0055338914518244	0.0526302202812987
ybbO	knockout	513795	514605	-1.09173645962101	decreased_insertions	reverse	ybbN__3prime	0.0055338914518244	0.0526302202812987
rhsH	upregulated	523407	524115	1.8918560670854	decreased_insertions	forward		2.25901794953354e-07	1.50391147598157e-05
essD	upregulated	572853	573069	1.91747418317893	decreased_insertions	forward		3.10479997698753e-05	0.0010557154545407
ybcY	unclassified	577607	578262	1.50053451538295	increased_insertions	forward	tfaX__3prime	0.0611903612136253	0.250006504473997
tfaX	upregulated	578408	578591	1.50053451538295	increased_insertions	forward		0.0611903612136253	0.250006504473997
ompT	upregulated	580135	581089	2.31789328652391	decreased_insertions	reverse		3.58218245014609e-05	0.0011678099436056
dacA	knockout	658207	659419	1.22552200911987	increased_insertions	forward	ybeL	5.98005128282133e-05	0.0017550271154618
rhsO	unclassified	729588	731109	-1.1716382369976	decreased_insertions	forward	ybfQ	1.69648217564382e-05	0.0006592038349714
sdhA	knockout	751362	753129	2	increased_insertions	nodirection	NA	1.32614372309677e-17	4.5336194468786705e-15
sucC	knockout	758469	759636	3.2088508182783	increased_insertions	nodirection/forward	sucD__3prime/NA	1.0750936553740201e-20	4.38672891833098e-18
bioF	unclassified	805836	806991	1.71546966168733	increased_insertions	forward	bioC__3prime	2.1397319565795e-06	0.000106139096152
aqpZ	upregulated	910807	911503	1.78832393680659	decreased_insertions	reverse		4.16928578153343e-06	0.0001917719849113
ybjD	unclassified	911928	913587	1.71811900027045	increased_insertions	forward	macA	8.53151168169143e-13	1.63507714032901e-10
979816_979914	downregulated	979816	979914	-1.55100886260082	increased_insertions	reverse		2.9240596204359902e-09	3.08220251157457e-07
elfA	unclassified	993323	993863	-2.6366950317873	decreased_insertions	forward	elfD__3prime	0.0157061096308349	0.107561765414418
elfD	knockout	993945	994647	-2.6366950317873	decreased_insertions	forward	elfD__3prime	0.0157061096308349	0.107561765414418
pyrD	downregulated	1000223	1001234	-1.31531133324259	decreased_insertions	reverse	ssuE__3prime	0.0037022510150762	0.0403010095436308
csgG	upregulated	1096306	1097140	1.42986536042083	decreased_insertions	reverse		4.7259143979466e-05	0.0014687491700153
csgF	knockout	1097166	1097583	-1.42986536042083	decreased_insertions	reverse	csgG__3prime	4.7259143979466e-05	0.0014687491700153
csgE	over_50_perc_inactivation	1097607	1097997	-1.42986536042083	decreased_insertions	reverse	csgG__3prime	4.7259143979466e-05	0.0014687491700153
opgC	downregulated	1103239	1104397	-1.03271064558178	decreased_insertions	forward		0.0013725125855477	0.0195701098220358
flgL	downregulated	1135488	1136442	-1.88965104370862	increased_insertions	reverse		1.32034612293587e-07	9.27836561611992e-06
ymfE	upregulated	1192988	1193693	1.05183084046318	decreased_insertions	reverse		1.33599717036598e-05	0.0005373939703061
pinE	unclassified	1205140	1205695	-3.36258609023816	decreased_insertions	forward	mcrA__3prime	0.0003210170863777	0.0064968722009467
mcrA	upregulated	1205801	1206635	3.36258609023816	decreased_insertions	forward		0.0003210170863777	0.0064968722009467
minE	downregulated	1219734	1220001	-1.44019608307825	decreased_insertions	forward		3.91388895883067e-07	2.40324181748782e-05
minD	knockout	1220004	1220817	-1.26578335721852	decreased_insertions	reverse	minE__3prime	0.0062012354237518	0.0569639991830338
ycgJ	unclassified	1222055	1222424	-1.4093771360503	decreased_insertions	forward	ycgL	0.0005886217488609	0.0102051481311591
pliG	downregulated	1222526	1222928	-1.4093771360503	decreased_insertions	forward		0.0005886217488609	0.0102051481311591
ychJ	knockout	1284129	1284588	-4.56614634047711	decreased_insertions	forward	rssB__3prime	3.7799738367110697e-11	5.6250457718304e-09
rssA	knockout	1284700	1285606	-4.56614634047711	decreased_insertions	forward	rssB__3prime	3.7799738367110697e-11	5.6250457718304e-09
rssB	upregulated	1285697	1286711	4.56614634047711	decreased_insertions	forward		3.7799738367110697e-11	5.6250457718304e-09
hns	upregulated	1287964	1288378	2.05534588294591	decreased_insertions	reverse		6.87477605017084e-07	4.04460661667958e-05
trpD	unclassified	1314045	1315641	1.4820888127307	increased_insertions	forward	yciV	0.0235604609162631	0.141237793244815
pspC	upregulated	1363281	1363641	2.65164883103976	decreased_insertions	forward		0.0006423119896157	0.0109348645446153
ycjR	downregulated	1370290	1371079	-1.45008416059982	increased_insertions	reverse		0.0003144508050869	0.0064360651028223
ycjV	knockout	1375077	1376159	-1.85959128195751	decreased_insertions	forward	ompG__3prime	6.49611354787001e-11	9.337425030341792e-09
ompG	upregulated	1376203	1377109	2.14769419014267	decreased_insertions	reverse	pspF__3prime	0.000120847649987	0.0030329403267579
1377123_1377197	knockout	1377123	1377197	-2.14769419014267	decreased_insertions	reverse	pspF__3prime	0.000120847649987	0.0030329403267579
1469295_1470516	upregulated	1469295	1470516	1.13585578086226	increased_insertions	forward		5.67923217893729e-07	3.40457857020747e-05
ynbA	knockout	1471877	1472483	1.27068131325743	increased_insertions	forward	ynbB__3prime/ynbA__3prime	0.0044169570933868	0.0452023384095872
ynbB	knockout	1472482	1473379	1.27068131325743	increased_insertions	forward	ynbB__3prime	0.0044169570933868	0.0452023384095872
ynbD	knockout	1475165	1476458	2.30083781477145	increased_insertions	forward	hrpA	0.0343842059769432	0.179513947796575
azoR	knockout	1476511	1477117	2.30083781477145	increased_insertions	forward	hrpA	0.0343842059769432	0.179513947796575
rydC	unclassified	1485699	1485763	-2.65546949392365	decreased_insertions	forward	ydcA__3prime	3.72461284865718e-06	0.0001732081908921
ydcA	upregulated	1485933	1486107	2.65546949392365	decreased_insertions	forward		3.72461284865718e-06	0.0001732081908921
ydeQ	upregulated	1581076	1581991	1.66617866517035	increased_insertions	reverse		9.9631328455559e-08	7.16043564564981e-06
ydeR	knockout	1582049	1582553	1.66617866517035	increased_insertions	reverse	ydeQ__3prime	9.9631328455559e-08	7.16043564564981e-06
marR	upregulated	1613376	1613811	3.14481209702959	increased_insertions	forward	marR__3prime	5.99655634577761e-14	1.3275778582971099e-11
ynfB	knockout	1650064	1650406	2.03005135755917	increased_insertions	forward	speG__3prime	8.48346260913583e-05	0.002273460138622
speG	upregulated	1650440	1651001	2.03005135755917	increased_insertions	forward		8.48346260913583e-05	0.002273460138622
ynfC	upregulated	1651003	1651714	1.8305423640325	increased_insertions	reverse		8.14736880070584e-07	4.53991488811137e-05
chbC	upregulated	1814112	1815471	1.90876096267419	decreased_insertions	reverse		6.62487032617367e-08	4.95846063643614e-06
yeaI	downregulated	1864641	1866117	-2.07896290106979	decreased_insertions	reverse	mipA__3prime	0.0024398716822117	0.0293085820591606
yeaJ	unclassified	1866297	1867788	-1.45338251773506	decreased_insertions	forward	yeaK__3prime	1.33828050159253e-05	0.0005373939703061
yeaK	knockout	1867830	1868334	1.92224562864117	increased_insertions	forward	yeaK__3prime	0.001425862625802	0.0200501683917053
yobH	unclassified	1903181	1903421	-1.89836401623677	decreased_insertions	forward	yebQ	0.0007657865764654	0.012355145925652
kdgR	downregulated	1903564	1904356	-1.89836401623677	decreased_insertions	forward		0.0007657865764654	0.012355145925652
uspC	over_50_perc_inactivation	1973233	1973662	-4.56579669148236	decreased_insertions	reverse	flhD__3prime	4.61682659484452e-06	0.0002093126867318
yedR	unclassified	2026599	2026965	-4.66726480886729	decreased_insertions	forward	rseX__3prime	0.0002154250736118	0.0047307495765902
rseX	upregulated	2027129	2027220	4.66726480886729	decreased_insertions	forward		0.0002154250736118	0.0047307495765902
yoeH	downregulated	2061741	2061900	-1.60446260300294	decreased_insertions	forward		2.8051004426178e-05	0.0009752668752919
wbbL	upregulated	2094876	2096870	1.277329412958	decreased_insertions	reverse		1.44929272934651e-10	1.95022380143659e-08
yehA	upregulated	2180858	2181893	1.30623068398903	decreased_insertions	reverse		0.0139959553031478	0.0995696505227879
yehB	knockout	2181908	2184389	-1.30623068398903	decreased_insertions	reverse	yehA__3prime	0.0139959553031478	0.0995696505227879
yehC	knockout	2184404	2185124	-2.44977399897698	decreased_insertions	reverse	yehB__3prime	3.77321420665777e-06	0.0001748255915751
yohP	downregulated	2222460	2222544	-1.04784110971501	decreased_insertions	reverse		0.0005431147725942	0.0096758574064012
rcsD	knockout	2306966	2309639	1.3965522002494	increased_insertions	forward	rcsD__3prime	5.58557382024915e-05	0.0016623075714126
yfaL	upregulated	2333895	2337648	4.14796318639988	decreased_insertions	reverse		6.14362911294655e-07	3.66560210611608e-05
rbn	downregulated	2375086	2376004	-1.36065516701998	increased_insertions	reverse	elaA__3prime	1.18887181832436e-05	0.0004835382517679
nuoM	upregulated	2384990	2386520	2.12177658186688	increased_insertions	reverse		0.003347763792048	0.0377750795768205
2386609_2386645	downregulated	2386609	2386645	-2.12177658186688	increased_insertions	reverse		0.003347763792048	0.0377750795768205
nuoK	upregulated	2388521	2388824	1.97844511950823	increased_insertions	reverse		0.0011493372706354	0.0170280041804263
nuoH	upregulated	2389943	2390921	1.40320287029612	increased_insertions	reverse	nuoI__3prime	6.38286421058399e-08	4.80576484521886e-06
dedA	upregulated	2427560	2428220	2.66309026562495	increased_insertions	reverse		0.0003091989081542	0.0063594422589314
yfdK	upregulated	2464555	2464996	1.11044407351326	decreased_insertions	reverse		0.000211255049	0.0046634644237384
uraA	upregulated	2612229	2613519	2.01713855097914	increased_insertions	reverse		2.28901183908373e-05	0.0008392379928281
ryfA	unclassified	2647213	2647517	-1.16794461025461	decreased_insertions	forward	2648328_2648425	0.0002622091872085	0.0056025047025319
iscS	upregulated	2653675	2654890	1.9462034642998	decreased_insertions	reverse		7.56338429162259e-08	5.59469285992597e-06
yfhL	downregulated	2693021	2693282	-1.6838662045193	decreased_insertions	reverse	pgpC__3prime	0.000787928371108	0.0126631521104455
ygaQ	downregulated	2779755	2782008	-1.90140375662568	decreased_insertions	reverse		0.0004251558229747	0.0080747687759871
ygaZ	unclassified	2802975	2803713	2.06721035008857	increased_insertions	forward	ygaH__3prime	0.17351300623881	0.449113099344865
ygaH	knockout	2803702	2804038	2.06721035008857	increased_insertions	forward	ygaH__3prime	0.17351300623881	0.449113099344865
hypA	downregulated	2844005	2844356	-1.30564665029215	increased_insertions	reverse		9.25604468318832e-05	0.002443457740755
pphB	downregulated	2853118	2853775	-1.28826516258714	decreased_insertions	reverse	ygbA__3prime	5.05954534957965e-05	0.0015533541050202
umpG	upregulated	2862871	2863633	1.38506219812893	decreased_insertions	reverse	pcm__3prime	4.22621471644734e-08	3.25959694806966e-06
ispF	upregulated	2864659	2865139	2.6084480409499	decreased_insertions	reverse		2.06083955607693e-08	1.72632844667663e-06
ygcW	upregulated	2892846	2893632	1.2669461022537	decreased_insertions	reverse		0.0001744470711328	0.0040266076692685
pbl	upregulated	2987297	2987800	1.76947427553875	decreased_insertions	forward		0.0013312751835571	0.0191573376528033
cmtB	upregulated	3072245	3072689	2.88574883367093	decreased_insertions	reverse		2.30680773401954e-07	1.52768644123629e-05
3112919_3112946	knockout	3112919	3112946	-2.86903572824841	decreased_insertions	forward	glcC	0.0001443163058874	0.0034561815222923
glcA	downregulated	3112955	3114638	-2.86903572824841	decreased_insertions	forward		0.0001443163058874	0.0034561815222923
dnaG	unclassified	3204465	3206211	-4.09944606416792	decreased_insertions	forward	rpoD__3prime	3.89730546186382e-07	2.40324181748782e-05
rpoD	upregulated	3206405	3208247	4.09944606416792	decreased_insertions	forward		3.89730546186382e-07	2.40324181748782e-05
ygjI	downregulated	3219592	3221026	-1.65979163151104	decreased_insertions	reverse	ygjH__3prime	8.4093875910632e-09	7.76425865980718e-07
rnpB	upregulated	3263574	3263951	1.05788362099986	increased_insertions	reverse		0.0013176023850725	0.0190144112252213
rsmI	knockout	3285833	3286694	-1.21827770527115	decreased_insertions	forward	lpoA	2.58680323481047e-06	0.000125365801215
deaD	upregulated	3299329	3301219	2.27491804626277	decreased_insertions	reverse		4.874147639496299e-13	9.944047337417519e-11
yrbN	upregulated	3301211	3301292	2.27491804626277	decreased_insertions	reverse		4.874147639496299e-13	9.944047337417519e-11
yhbX	upregulated	3313346	3314972	2.12080215434132	decreased_insertions	reverse		0.0027243366629432	0.0322358601024964
3354046_3354145	knockout	3354046	3354145	-2.14121199821444	decreased_insertions	forward	gltF	0.0009713908290246	0.0150708832352879
gltF	unclassified	3354534	3355299	-1.24511118389633	decreased_insertions	forward	yhcA__3prime	2.95876953979478e-07	1.86425257772674e-05
yhcA	upregulated	3355470	3356145	1.24511118389633	decreased_insertions	forward		2.95876953979478e-07	1.86425257772674e-05
nanR	upregulated	3367056	3367848	1.74522624328635	decreased_insertions	reverse		1.85688032977111e-07	1.26277845652015e-05
acrS	knockout	3406161	3406824	3.19145500746078	increased_insertions	forward	acrE	2.835712471443e-11	4.3745880658718304e-09
acrE	upregulated	3407222	3408380	5.78047951986246	increased_insertions	forward		5.8901986160139096e-49	7.450512229396e-46
yhdW	upregulated	3412400	3413425	2.61924224049008	increased_insertions	forward		0.0396719026864733	0.195180823446597
mscL	downregulated	3431382	3431793	-1.37868333607474	decreased_insertions	reverse	smf__3prime	0.0058687982980076	0.0545841394643369
arfA	knockout	3431789	3432008	-1.37868333607474	decreased_insertions	reverse	smf__3prime	0.0058687982980076	0.0545841394643369
cysG	downregulated	3491186	3492560	-2.22323928995007	decreased_insertions	reverse		4.23521790857378e-06	0.0001940988091505
damX	knockout	3509378	3510665	1.37704056405122	increased_insertions	forward	mrcA	3.99987753887254e-08	3.14251248380117e-06
glpG	knockout	3553981	3554812	1.75816118666876	increased_insertions	forward	glpD	8.53045596189493e-05	0.0022812206651587
glpE	knockout	3554856	3555183	1.75816118666876	increased_insertions	forward	glpD	8.53045596189493e-05	0.0022812206651587
glgC	upregulated	3561392	3562688	1.06850880619725	increased_insertions	reverse		1.04111038224873e-05	0.0004303596478779
yrhB	downregulated	3578118	3578403	-1.06411581608348	decreased_insertions	reverse	ryhB__3prime	0.0120294680939287	0.0898978251401969
nikC	upregulated	3609541	3610375	3.0535097454221	increased_insertions	forward		0.200959716774119	0.487545384997889
rhsB	unclassified	3612551	3616787	-1.40659176879293	decreased_insertions	forward	yhhH__3prime	0.25563474175301	0.552267096231225
yhhH	knockout	3616758	3617142	-1.40659176879293	decreased_insertions	forward	yhhH__3prime	0.25563474175301	0.552267096231225
yhiL	downregulated	3626211	3627818	-1.12954922220071	decreased_insertions	forward		7.19730387504637e-07	4.13812257797553e-05
yhiS	downregulated	3644650	3647073	-1.09012610176291	decreased_insertions	reverse		0.0118556642910247	0.0887876244032988
slp	knockout	3647320	3647887	-1.09012610176291	decreased_insertions	reverse	insH1__3prime	0.0118556642910247	0.0887876244032988
hdeB	knockout	3649325	3649652	-1.39591293845456	decreased_insertions	forward	hdeD	0.0009466427570535	0.0147282708904929
hdeA	downregulated	3649767	3650100	-1.39591293845456	decreased_insertions	forward		0.0009466427570535	0.0147282708904929
arrS	knockout	3651345	3651414	9.63056897287955	increased_insertions	forward	mdtE__3prime	1.21215571773908e-154	1.53325576736816e-150
gadE	knockout	3651725	3652253	9.63056897287955	increased_insertions	forward	mdtE__3prime	1.21215571773908e-154	1.53325576736816e-150
mdtE	knockout	3652591	3653749	-1.18708642855515	decreased_insertions	reverse	arrS__3prime	2.49538364352585e-07	1.61867219010044e-05
gadX	knockout	3658345	3659170	-2.13731631669581	decreased_insertions	forward	treF	0.0003710058921725	0.0072983725195819
yibI	upregulated	3764741	3765104	1.36761903137615	decreased_insertions	reverse		3.26402820930824e-05	0.0010951377405713
waaB	knockout	3796417	3797497	-2.0	decreased_insertions	nodirection	NA	6.57731940692444e-06	0.0002908968992244
emrD	knockout	3847281	3848466	2.17884135578447	increased_insertions	forward	yidI	1.91947452385467e-06	9.63673875073241e-05
yidF	downregulated	3848473	3848971	-2.17884135578447	increased_insertions	forward		1.91947452385467e-06	9.63673875073241e-05
dgoK	upregulated	3866955	3867834	1.04670592284041	increased_insertions	reverse	dgoA__3prime	3.86917770730151e-07	2.39907984410082e-05
dgoR	knockout	3867830	3868520	1.04670592284041	increased_insertions	reverse	dgoK__3prime	3.86917770730151e-07	2.39907984410082e-05
yidX	upregulated	3868797	3869454	3.31940300931259	decreased_insertions	forward		0.0013722316630751	0.0195701098220358
tnaC	upregulated	3881794	3881869	1.36889972573921	decreased_insertions	forward		2.17142360714648e-06	0.000107290379714
atpG	upregulated	3910761	3911625	1.85132950109691	increased_insertions	reverse		3.3745638482732e-05	0.0011144871570968
atpA	knockout	3911675	3913217	1.85132950109691	increased_insertions	reverse	atpG__3prime	3.3745638482732e-05	0.0011144871570968
rho	unclassified	3959776	3961036	-1.96769743253588	decreased_insertions	forward	rho__3prime	1.28755876274416e-06	6.87186953162482e-05
ubiD	downregulated	4018347	4019841	-1.51831625495593	increased_insertions	reverse		0.0006116438240825	0.0104833099333615
yihR	downregulated	4062834	4063761	-1.03774510008953	decreased_insertions	forward		0.0106707332213858	0.0823012832422613
yiiE	downregulated	4072656	4072869	-1.37757406072411	decreased_insertions	reverse		0.0073087671413777	0.0635385536572416
fdhD	unclassified	4079375	4080209	-1.5664668237055	decreased_insertions	forward	yiiG__3prime	2.24549132787993e-06	0.0001105183650052
yiiG	upregulated	4080361	4081417	1.5664668237055	decreased_insertions	forward		2.24549132787993e-06	0.0001105183650052
yiiM	downregulated	4092749	4093424	-1.1166822864469	increased_insertions	reverse		7.58756735878229e-07	4.29242557804578e-05
4093434_4093518	downregulated	4093434	4093518	-1.1166822864469	increased_insertions	reverse		7.58756735878229e-07	4.29242557804578e-05
cpxR	upregulated	4094899	4095598	2.13986743487918	decreased_insertions	reverse		0.18150864416983	0.460390157917396
yiiR	knockout	4102242	4102683	-1.0	decreased_insertions	nodirection	NA	0.0006530351531753	0.0111024753394019
ftsN	upregulated	4112307	4113267	1.03013107434964	decreased_insertions	reverse		0.0004948864363334	0.0090329271763091
metB	downregulated	4118599	4119760	-1.38725487091925	increased_insertions	reverse		5.0220967362720405e-14	1.1343661003054498e-11
argH	downregulated	4146777	4148151	-3.83731753632621	decreased_insertions	reverse		0.0010750766802914	0.0162663216854148
oxyS	knockout	4148212	4148322	-3.83731753632621	decreased_insertions	reverse	argE__3prime	0.0010750766802914	0.0162663216854148
oxyR	unclassified	4148417	4149335	2.54418638949322	increased_insertions	forward	fabR	1.9196640679021998e-13	3.98062799916309e-11
yjbD	upregulated	4221286	4221559	1.31540174609482	decreased_insertions	reverse		0.0002581644487183	0.0055347832404045
xylE	upregulated	4230706	4232182	1.07474824456677	decreased_insertions	reverse		0.0096349146217578	0.0768423928440193
yjbL	knockout	4250248	4250503	-2.15144106641011	decreased_insertions	reverse	zur__3prime	1.94156786784915e-08	1.64824778257879e-06
soxS	upregulated	4266987	4267311	2.1060023121212	increased_insertions	reverse		7.41631682368573e-08	5.51817597075299e-06
yjcF	upregulated	4271710	4273003	1.54012280364084	decreased_insertions	reverse	ryjA__3prime	0.0039316485655742	0.0420739616801597
yjdK	over_50_perc_inactivation	4342400	4342697	-1.66915340594325	decreased_insertions	forward	yjdO__3prime	0.0005921975859092	0.0102472055597346
yjdO	upregulated	4342724	4342898	1.66915340594325	decreased_insertions	forward		0.0005921975859092	0.0102472055597346
4356303_4356607	upregulated	4356303	4356607	1.83377635865451	increased_insertions	forward		8.05656225053123e-07	4.50917946491016e-05
ecnB	unclassified	4366369	4366516	-1.38771770663927	decreased_insertions	forward	sugE__3prime	1.39369037095189e-05	0.0005491834735878
sugE	upregulated	4366691	4367009	1.38771770663927	decreased_insertions	forward		1.39369037095189e-05	0.0005491834735878
mutL	downregulated	4387228	4389076	-1.59139749599202	increased_insertions/decreased_insertions	reverse/forward	queG__3prime/mutL__3prime	0.0008507492963964	0.0134514098126479
miaA	knockout	4389068	4390019	-1.3616718568749	decreased_insertions	reverse	queG__3prime	0.0715351594043097	0.273120504468794
rlmB	unclassified	4399091	4399823	-2.74612941588486	decreased_insertions	forward	yjfI__3prime	4.156291789328131e-09	4.27422234497655e-07
yjfI	upregulated	4399949	4400351	2.74612941588486	decreased_insertions	forward		4.156291789328131e-09	4.27422234497655e-07
ulaE	downregulated	4412662	4413517	-1.23723726179002	increased_insertions	reverse	ulaG__3prime	6.7070665556623e-09	6.36999878903176e-07
ytfB	upregulated	4417895	4418534	1.59423837993301	decreased_insertions	reverse		7.14288523007107e-07	4.12558699886616e-05
yjgM	upregulated	4468850	4469354	1.66715405008225	decreased_insertions	reverse	argI__3prime	0.0002931259678561	0.0060982736306115
yjgN	downregulated	4469546	4470743	-1.43371712830526	decreased_insertions	reverse	yjgM__3prime	2.62522206009408e-06	0.0001267421138859
idnO	unclassified	4482403	4483168	-1.23869496425289	decreased_insertions	forward	idnK	4.03508524054188e-08	3.15060451898853e-06
idnD	downregulated	4483191	4484223	-1.23869496425289	decreased_insertions	forward		4.03508524054188e-08	3.15060451898853e-06
fimE	knockout	4531853	4532450	-4.54708469410422	decreased_insertions	reverse	nanC__3prime	1.0777184176431099e-103	3.40801506619194e-100
fimA	upregulated	4532931	4533480	3.0	increased_insertions/decreased_insertions	reverse/nodirection	nanC__3prime/NA	1.8950514261466902e-15	5.32677899762877e-13
fimD	knockout	4534912	4537549	1	increased_insertions	nodirection	NA	4.23257651117361e-43	4.118296945371919e-40
uxuR	unclassified	4544392	4545166	-1.0684423651934	decreased_insertions	forward	iraD	0.0002744129223982	0.0058141525216343
yjiC	downregulated	4545306	4546137	-1.0684423651934	decreased_insertions	forward		0.0002744129223982	0.0058141525216343
iraD	upregulated	4546809	4547202	1.16756931725127	increased_insertions	reverse	yjiC__3prime	0.308691346310046	0.610290221862421
yjjQ	upregulated	4593293	4594019	1.3183412992465	decreased_insertions	forward		7.856484663595861e-10	9.11712610181872e-08
ytjB	unclassified	4613961	4614606	1.37658498378391	increased_insertions	forward	serB__3prime	0.0003591335970212	0.007086865629831
serB	knockout	4614711	4615680	1.37658498378391	increased_insertions	forward	serB__3prime	0.0003591335970212	0.007086865629831
thrC	knockout	3733	5020	1.6849482534382	increased_insertions	forward	yaaX	2.61118203162157e-08	2.15874781163276e-06
dnaJ	knockout	14167	15298	-1.1517009260287	decreased_insertions	forward	dnaJ__3prime	0.0074721109573688	0.0644830383480403
nhaA	knockout	17488	18655	-1.9560426125989	decreased_insertions	forward	nhaA__3prime	2.9158399537948e-12	5.42389111405154e-10
apaH	knockout	50379	51222	1	increased_insertions	nodirection	NA	7.30303374258046e-05	0.0020210859660617
surA	knockout	53415	54702	-1.59878559523731	decreased_insertions	reverse	pdxA__3prime	2.08133454972107e-05	0.0007788994295686
rsmH	over_50_perc_inactivation	86580	87522	-2.33501211289514	decreased_insertions	forward	rsmH__3prime	1.48546972173322e-06	7.79655871792679e-05
acnB	knockout	128101	130699	1.89912099108449	increased_insertions	reverse	yacH__3prime	9.47946416278792e-08	6.93096775694245e-06
dksA	knockout	156635	157091	-2.45807818907385	decreased_insertions	reverse	gluQ__3prime	4.90715133893949e-09	4.96564458289965e-07
mrcB	knockout	161216	163751	1	increased_insertions	nodirection	NA	4.17542782690587e-15	1.07785686903127e-12
yaeH	unclassified	180195	180582	-1.0	decreased_insertions	nodirection	NA	0.0003285906614675	0.0066289366457791
yafT	decreased_mutants_at_end_of_gene	233821	234607	-1.0	decreased_insertions	nodirection	NA	0.0001103461361488	0.0028197338912067
258668_292976	unclassified	258668	292976	-2.37850673036688	increased_insertions/decreased_insertions	reverse/forward	phoE__3prime/258668_292976__3prime	1.38922609271124e-05	0.0005491350264595
275824_276136	decreased_mutants_at_end_of_gene	275824	276136	-2.37850673036688	decreased_insertions	forward	yagE	0.0001778016937371	0.0040891156801484
insX	decreased_mutants_at_end_of_gene	275824	276073	-2.37850673036688	decreased_insertions	forward	yagE	0.0001778016937371	0.0040891156801484
